Title,First Name,E-mail Address,Business Street,Company
VRTEC IDRIJA,VRTEC IDRIJA,vrtec.idrija@guest.arnes.si,"Arkova ulica 7, 5280 Idrija",", VRTEC IDRIJA"
VRTEC ANTONA MEDVEDA KAMNIK,VRTEC ANTONA MEDVEDA KAMNIK,info@vrtec-kamnik.si,"Novi trg 26 B, 1241 Kamnik",", VRTEC ANTONA MEDVEDA KAMNIK"
JAVNI VZGOJNO-IZOBRAŽEVALNI ZAVOD - ENTE PUBBLICO DI EDUCAZIONE ED ISTRUZIONE VRTEC SEMEDELA,JAVNI VZGOJNO-IZOBRAŽEVALNI ZAVOD - ENTE PUBBLICO DI EDUCAZIONE ED ISTRUZIONE VRTEC SEMEDELA,vrtec.semedela@vrtecsemedela.si,"Nova ulica 2 B, 6000 Koper - Capodistria",", JAVNI VZGOJNO-IZOBRAŽEVALNI ZAVOD - ENTE PUBBLICO DI EDUCAZIONE ED ISTRUZIONE VRTEC SEMEDELA"
DIJAŠKI IN ŠTUDENTSKI DOM KOPER - CASA DELLO STUDENTE CAPODISTRIA,DIJAŠKI IN ŠTUDENTSKI DOM KOPER - CASA DELLO STUDENTE CAPODISTRIA,dd.koper@guest.arnes.si,"Cankarjeva ulica 5, 6000 Koper - Capodistria",", DIJAŠKI IN ŠTUDENTSKI DOM KOPER - CASA DELLO STUDENTE CAPODISTRIA"
DOM UPOKOJENCEV KRANJ,DOM UPOKOJENCEV KRANJ,kranj@ssz-slo.si,"Cesta 1. maja 59, 4000 Kranj",", DOM UPOKOJENCEV KRANJ"
Dijaški dom Bežigrad Ljubljana,Dijaški dom Bežigrad Ljubljana,info@ddb.si,"Kardeljeva ploščad 28, 1000 Ljubljana",", Dijaški dom Bežigrad Ljubljana"
DOM UPOKOJENCEV CENTER Tabor - Poljane,DOM UPOKOJENCEV CENTER Tabor - Poljane,dom.tabor@siol.net,"Tabor 10, 1000 Ljubljana",", DOM UPOKOJENCEV CENTER Tabor - Poljane"
CENTER ZA SOCIALNO DELO LJUBLJANA-CENTER,CENTER ZA SOCIALNO DELO LJUBLJANA-CENTER,gpcsd.ljcen@gov.si,"Dalmatinova ulica 2, 1000 Ljubljana",", CENTER ZA SOCIALNO DELO LJUBLJANA-CENTER"
MLADINSKI DOM JARŠE,MLADINSKI DOM JARŠE,info@mdj.si,"Jarška cesta 44, 1000 Ljubljana",", MLADINSKI DOM JARŠE"
ZAVOD ZA SLEPO IN SLABOVIDNO MLADINO LJUBLJANA,ZAVOD ZA SLEPO IN SLABOVIDNO MLADINO LJUBLJANA,zavod@zssm.si,"Langusova ulica 8, 1000 Ljubljana",", ZAVOD ZA SLEPO IN SLABOVIDNO MLADINO LJUBLJANA"
VRTEC LJUTOMER,VRTEC LJUTOMER,vrtec.ljutomer@guest.arnes.si,"Fulneška ulica 5, 9240 Ljutomer",", VRTEC LJUTOMER"
DOM LUKAVCI,DOM LUKAVCI,lukavci@ssz-slo.si,"Lukavci 9, 9242 Križevci pri Ljutomeru",", DOM LUKAVCI"
OSNOVNA ŠOLA VERŽEJ,OSNOVNA ŠOLA VERŽEJ,viz.verzej@guest.arnes.si,"Puščenjakova ulica 7, 9241 Veržej",", OSNOVNA ŠOLA VERŽEJ"
ZAVOD ZA VZGOJO IN IZOBRAŽEVANJE LOGATEC Logatec,ZAVOD ZA VZGOJO IN IZOBRAŽEVANJE LOGATEC Logatec,zvi.logatec@guest.arnes.si,"Tržaška cesta 63, 1370 Logatec",", ZAVOD ZA VZGOJO IN IZOBRAŽEVANJE LOGATEC Logatec"
DIJAŠKI DOM MARIBOR,DIJAŠKI DOM MARIBOR,dd.maribor@guest.arnes.si,"Gosposvetska cesta 89, 2000 Maribor",", DIJAŠKI DOM MARIBOR"
DIJAŠKI DOM LIZIKE JANČAR,DIJAŠKI DOM LIZIKE JANČAR,tajnistvo.dd-mblj@guest.arnes.si,"Titova cesta 24 A, 2000 Maribor",", DIJAŠKI DOM LIZIKE JANČAR"
VRTEC JOŽICE FLANDER MARIBOR,VRTEC JOŽICE FLANDER MARIBOR,vrtec-jozice-flander.mb@guest.arnes.si,"Focheva ulica 51, 2000 Maribor",", VRTEC JOŽICE FLANDER MARIBOR"
VRTEC TEZNO MARIBOR,VRTEC TEZNO MARIBOR,vrtec.tezno@guest.arnes.si,"Dogoška cesta 20, 2000 Maribor",", VRTEC TEZNO MARIBOR"
VRTEC MURSKA SOBOTA,VRTEC MURSKA SOBOTA,vrtec.msobota@guest.arnes.si,"Talanyijeva  ulica 6, 9000 Murska Sobota",", VRTEC MURSKA SOBOTA"
DIJAŠKI DOM MURSKA SOBOTA,DIJAŠKI DOM MURSKA SOBOTA,dd.ms-msobota@guest.arnes.si,"Tomšičeva ulica 15, 9000 Murska Sobota",", DIJAŠKI DOM MURSKA SOBOTA"
VRTEC POSTOJNA,VRTEC POSTOJNA,tajnistvo@vrtec-postojna.si,"Cesta na Kremenco 4, 6230 Postojna",", VRTEC POSTOJNA"
Geološki zavod Slovenije,Geološki zavod Slovenije,www@geo-zs.si,"Dimičeva ulica 14, 1000 Ljubljana",", Geološki zavod Slovenije"
Slovenska akademija znanosti in umetnosti,Slovenska akademija znanosti in umetnosti,sazu@sazu.si,"Novi trg 3, 1000 Ljubljana",", Slovenska akademija znanosti in umetnosti"
INŠTITUT ZA NARODNOSTNA VPRAŠANJA,INŠTITUT ZA NARODNOSTNA VPRAŠANJA,inv@inv.si,"Erjavčeva cesta 26, 1000 Ljubljana",", INŠTITUT ZA NARODNOSTNA VPRAŠANJA"
Kemijski inštitut,Kemijski inštitut,glavna.pisarna@ki.si,"Hajdrihova ulica 19, 1000 Ljubljana",", Kemijski inštitut"
"INSTITUT JOŽEF STEFAN V angl.jeziku: Jožef Stefan Institute, Ljubljana, Slovenia","INSTITUT JOŽEF STEFAN V angl.jeziku: Jožef Stefan Institute, Ljubljana, Slovenia",info@ijs.si,"Jamova cesta 39, 1000 Ljubljana",", INSTITUT JOŽEF STEFAN V angl.jeziku: Jožef Stefan Institute, Ljubljana, Slovenia"
PEDAGOŠKI INŠTITUT,PEDAGOŠKI INŠTITUT,pedagoski.institut@pei.si,"Gerbičeva ulica 62, 1000 Ljubljana",", PEDAGOŠKI INŠTITUT"
GEODETSKI INŠTITUT SLOVENIJE,GEODETSKI INŠTITUT SLOVENIJE,info@gis.si,"Jamova cesta 2, 1000 Ljubljana",", GEODETSKI INŠTITUT SLOVENIJE"
GOZDARSKI INŠTITUT SLOVENIJE,GOZDARSKI INŠTITUT SLOVENIJE,info@gozdis.si,"Večna pot 2, 1000 Ljubljana",", GOZDARSKI INŠTITUT SLOVENIJE"
"INŠTITUT ZA EKONOMSKA RAZISKOVANJA, LJUBLJANA","INŠTITUT ZA EKONOMSKA RAZISKOVANJA, LJUBLJANA",ier@ier.si,"Kardeljeva ploščad 17, 1000 Ljubljana",", INŠTITUT ZA EKONOMSKA RAZISKOVANJA, LJUBLJANA"
URBANISTIČNI INŠTITUT REPUBLIKE SLOVENIJE,URBANISTIČNI INŠTITUT REPUBLIKE SLOVENIJE,info@uirs.si,"Trnovski pristan 2, 1000 Ljubljana",", URBANISTIČNI INŠTITUT REPUBLIKE SLOVENIJE"
RAZVOJNO IZOBRAŽEVALNI CENTER NOVO MESTO,RAZVOJNO IZOBRAŽEVALNI CENTER NOVO MESTO,ric@ric-nm.si,"Topliška cesta 2, 8000 Novo mesto",", RAZVOJNO IZOBRAŽEVALNI CENTER NOVO MESTO"
KMETIJSKO GOZDARSKA ZBORNICA SLOVENIJE Kmetijsko gozdarski zavod Nova Gorica,KMETIJSKO GOZDARSKA ZBORNICA SLOVENIJE Kmetijsko gozdarski zavod Nova Gorica,info@go.kgzs.si,"Pri hrastu 18, 5000 Nova Gorica",", KMETIJSKO GOZDARSKA ZBORNICA SLOVENIJE Kmetijsko gozdarski zavod Nova Gorica"
INŠTITUT ZA HMELJARSTVO IN PIVOVARSTVO SLOVENIJE,INŠTITUT ZA HMELJARSTVO IN PIVOVARSTVO SLOVENIJE,tajnistvo@ihps.si,"Cesta Žalskega tabora 2, 3310 Žalec",", INŠTITUT ZA HMELJARSTVO IN PIVOVARSTVO SLOVENIJE"
POSAVSKI MUZEJ BREŽICE,POSAVSKI MUZEJ BREŽICE,alenka.cernelic-kroselj@guest.arnes.si,"Cesta prvih borcev 1, 8250 Brežice",", POSAVSKI MUZEJ BREŽICE"
POKRAJINSKI MUZEJ CELJE,POKRAJINSKI MUZEJ CELJE,info@pokmuz-ce.si,"Trg celjskih knezov 8, 3000 Celje",", POKRAJINSKI MUZEJ CELJE"
LJUDSKA UNIVERZA CELJE,LJUDSKA UNIVERZA CELJE,info@lu-celje.si,"Cankarjeva ulica 1, 3000 Celje",", LJUDSKA UNIVERZA CELJE"
MUZEJ NOVEJŠE ZGODOVINE CELJE,MUZEJ NOVEJŠE ZGODOVINE CELJE,info@mnzc.si,"Prešernova ulica 17, 3000 Celje",", MUZEJ NOVEJŠE ZGODOVINE CELJE"
KNJIŽNICA MAKSE SAMSA ILIRSKA BISTRICA,KNJIŽNICA MAKSE SAMSA ILIRSKA BISTRICA,sikib@kniznica-ilb.si,"Trg maršala Tita 2, 6250 Ilirska Bistrica",", KNJIŽNICA MAKSE SAMSA ILIRSKA BISTRICA"
MESTNA KNJIŽNICA IZOLA - BIBLIOTECA CIVICA DI ISOLA,MESTNA KNJIŽNICA IZOLA - BIBLIOTECA CIVICA DI ISOLA,knjiznica.izola@guest.arnes.si,"Ulica Osvobodilne fronte 15, 6310 Izola - Isola",", MESTNA KNJIŽNICA IZOLA - BIBLIOTECA CIVICA DI ISOLA"
ARBORETUM VOLČJI POTOK,ARBORETUM VOLČJI POTOK,info@arboretum.si,"Volčji Potok 3, 1235 Radomlje",", ARBORETUM VOLČJI POTOK"
"POKRAJINSKI MUZEJ KOPER, MUSEO REGIONALE DI CAPODISTRIA","POKRAJINSKI MUZEJ KOPER, MUSEO REGIONALE DI CAPODISTRIA",info@pokrajinskimuzejkoper.si,"Kidričeva ulica 19, 6000 Koper - Capodistria",", POKRAJINSKI MUZEJ KOPER, MUSEO REGIONALE DI CAPODISTRIA"
LJUDSKA UNIVERZA KOPER UNIVERSITA' POPOLARE CAPODISTRIA,LJUDSKA UNIVERZA KOPER UNIVERSITA' POPOLARE CAPODISTRIA,lu-koper@siol.net,"Cankarjeva ulica 33, 6000 Koper - Capodistria",", LJUDSKA UNIVERZA KOPER UNIVERSITA' POPOLARE CAPODISTRIA"
OSREDNJA KNJIŽNICA SREČKA VILHARJA KOPER BIBLIOTECA CENTRALE SREČKO VILHAR CAPODISTRIA,OSREDNJA KNJIŽNICA SREČKA VILHARJA KOPER BIBLIOTECA CENTRALE SREČKO VILHAR CAPODISTRIA,david.runco@kp.sik.si,"Trg Brolo 1, 6000 Koper - Capodistria",", OSREDNJA KNJIŽNICA SREČKA VILHARJA KOPER BIBLIOTECA CENTRALE SREČKO VILHAR CAPODISTRIA"
POKRAJINSKI ARHIV KOPER,POKRAJINSKI ARHIV KOPER,arhiv.koper@guest.arnes.si,"Kapodistriasov trg 1, 6000 Koper - Capodistria",", POKRAJINSKI ARHIV KOPER"
"Ljudska univerza Kranj, Center za izobraževanje in kulturo","Ljudska univerza Kranj, Center za izobraževanje in kulturo",lj-uni.kranj@guest.arnes.si,"Cesta Staneta Žagarja 1, 4000 Kranj",", Ljudska univerza Kranj, Center za izobraževanje in kulturo"
JAVNI ZAVOD CENE ŠTUPAR - CENTER ZA IZOBRAŽEVANJE LJUBLJANA,JAVNI ZAVOD CENE ŠTUPAR - CENTER ZA IZOBRAŽEVANJE LJUBLJANA,info@cene-stupar.si,"Linhartova cesta 13, 1000 Ljubljana",", JAVNI ZAVOD CENE ŠTUPAR - CENTER ZA IZOBRAŽEVANJE LJUBLJANA"
SLOVENSKI ŠOLSKI MUZEJ,SLOVENSKI ŠOLSKI MUZEJ,solski.muzej@guest.arnes.si,"Plečnikov trg 1, 1000 Ljubljana",", SLOVENSKI ŠOLSKI MUZEJ"
ZGODOVINSKI ARHIV LJUBLJANA,ZGODOVINSKI ARHIV LJUBLJANA,zal@zal-lj.si,"Mestni trg 27, 1000 Ljubljana",", ZGODOVINSKI ARHIV LJUBLJANA"
CENTRALNA TEHNIŠKA KNJIŽNICA UNIVERZE V LJUBLJANI,CENTRALNA TEHNIŠKA KNJIŽNICA UNIVERZE V LJUBLJANI,post@ctk.uni-lj.si,"Trg republike 3, 1000 Ljubljana",", CENTRALNA TEHNIŠKA KNJIŽNICA UNIVERZE V LJUBLJANI"
NARODNA GALERIJA V angl.j.: National Gallery of Slovenia,NARODNA GALERIJA V angl.j.: National Gallery of Slovenia,info@ng-slo.si,"Puharjeva ulica 9, 1000 Ljubljana",", NARODNA GALERIJA V angl.j.: National Gallery of Slovenia"
MUZEJ NOVEJŠE ZGODOVINE SLOVENIJE,MUZEJ NOVEJŠE ZGODOVINE SLOVENIJE,uprava@muzej-nz.si,"Celovška cesta 23, 1000 Ljubljana",", MUZEJ NOVEJŠE ZGODOVINE SLOVENIJE"
Muzej za arhitekturo in oblikovanje,Muzej za arhitekturo in oblikovanje,mao@mao.si,"Pot na Fužine 2, 1000 Ljubljana",", Muzej za arhitekturo in oblikovanje"
UNIVERZA V MARIBORU UNIVERZITETNA KNJIŽNICA MARIBOR,UNIVERZA V MARIBORU UNIVERZITETNA KNJIŽNICA MARIBOR,tajnistvo.ukm@um.si,"Gospejna ulica 10, 2000 Maribor",", UNIVERZA V MARIBORU UNIVERZITETNA KNJIŽNICA MARIBOR"
UMETNOSTNA GALERIJA MARIBOR,UMETNOSTNA GALERIJA MARIBOR,info@ugm.si,"Strossmayerjeva ulica 6, 2000 Maribor",", UMETNOSTNA GALERIJA MARIBOR"
BELOKRANJSKI MUZEJ METLIKA,BELOKRANJSKI MUZEJ METLIKA,belokranjski.muzej@guest.arnes.si,"Trg svobode 4, 8330 Metlika",", BELOKRANJSKI MUZEJ METLIKA"
"LJUDSKA UNIVERZA MURSKA SOBOTA, ZAVOD ZA PERMANENTNO IZOBRAŽEVANJE","LJUDSKA UNIVERZA MURSKA SOBOTA, ZAVOD ZA PERMANENTNO IZOBRAŽEVANJE",info@lums.si,"Slomškova ulica 33, 9000 Murska Sobota",", LJUDSKA UNIVERZA MURSKA SOBOTA, ZAVOD ZA PERMANENTNO IZOBRAŽEVANJE"
GORIŠKI MUZEJ KROMBERK - NOVA GORICA,GORIŠKI MUZEJ KROMBERK - NOVA GORICA,goriski.muzej@siol.net,"Grajska cesta 1, 5000 Nova Gorica",", GORIŠKI MUZEJ KROMBERK - NOVA GORICA"
LJUDSKA UNIVERZA NOVA GORICA,LJUDSKA UNIVERZA NOVA GORICA,info@lung.si,"Cankarjeva ulica 8, 5000 Nova Gorica",", LJUDSKA UNIVERZA NOVA GORICA"
POKRAJINSKI ARHIV V NOVI GORICI,POKRAJINSKI ARHIV V NOVI GORICI,pa-ng@pa-ng.si,"Trg Edvarda Kardelja 3, 5000 Nova Gorica",", POKRAJINSKI ARHIV V NOVI GORICI"
DOLENJSKI MUZEJ NOVO MESTO,DOLENJSKI MUZEJ NOVO MESTO,dolenjski.muzej@guest.arnes.si,"Muzejska ulica 7, 8000 Novo mesto",", DOLENJSKI MUZEJ NOVO MESTO"
KNJIŽNICA MIRANA JARCA NOVO MESTO,KNJIŽNICA MIRANA JARCA NOVO MESTO,knjiznicanm@nm-sik.si,"Rozmanova ulica 28, 8000 Novo mesto",", KNJIŽNICA MIRANA JARCA NOVO MESTO"
POMORSKI MUZEJ - MUSEO DEL MARE SERGEJ MAŠERA PIRAN - PIRANO,POMORSKI MUZEJ - MUSEO DEL MARE SERGEJ MAŠERA PIRAN - PIRANO,muzej@pommuz-pi.si,"Cankarjevo nabrežje 3, 6330 Piran - Pirano",", POMORSKI MUZEJ - MUSEO DEL MARE SERGEJ MAŠERA PIRAN - PIRANO"
MESTNA KNJIŽNICA PIRAN BIBLIOTECA CIVICA PIRANO,MESTNA KNJIŽNICA PIRAN BIBLIOTECA CIVICA PIRANO,oriana.kosuta@pir.sik.si,"Župančičeva ulica 4, 6330 Piran - Pirano",", MESTNA KNJIŽNICA PIRAN BIBLIOTECA CIVICA PIRANO"
OBALNE GALERIJE PIRAN GALLERIE COSTIERE PIRANO,OBALNE GALERIJE PIRAN GALLERIE COSTIERE PIRANO,info@obalne-galerije.si,"Tartinijev trg 3, 6330 Piran - Pirano",", OBALNE GALERIJE PIRAN GALLERIE COSTIERE PIRANO"
"ZAVOD ZNANJE POSTOJNA, javni zavod za muzejsko dejavnost, kulturo, izobraževanje in ostale dejavnosti","ZAVOD ZNANJE POSTOJNA, javni zavod za muzejsko dejavnost, kulturo, izobraževanje in ostale dejavnosti",lu-postojna@zavod-znanje.si,"Kolodvorska cesta 3, 6230 Postojna",", ZAVOD ZNANJE POSTOJNA, javni zavod za muzejsko dejavnost, kulturo, izobraževanje in ostale dejavnosti"
KNJIŽNICA BENA ZUPANČIČA POSTOJNA,KNJIŽNICA BENA ZUPANČIČA POSTOJNA,sikpos@po.sik.si,"Trg padlih borcev 5, 6230 Postojna",", KNJIŽNICA BENA ZUPANČIČA POSTOJNA"
KOSOVELOVA KNJIŽNICA SEŽANA,KOSOVELOVA KNJIŽNICA SEŽANA,kosovelova.knjiznica@gest.arnest.si,"Ulica Mirka Pirca 1, 6210 Sežana",", KOSOVELOVA KNJIŽNICA SEŽANA"
LJUDSKA UNIVERZA zavod za kulturo in izobraževanje Slovenska Bistrica,LJUDSKA UNIVERZA zavod za kulturo in izobraževanje Slovenska Bistrica,info@lu-sb.si,"Partizanska ulica 22, 2310 Slovenska Bistrica",", LJUDSKA UNIVERZA zavod za kulturo in izobraževanje Slovenska Bistrica"
ŠOLSKI CENTER SLOVENSKE KONJICE - ZREČE,ŠOLSKI CENTER SLOVENSKE KONJICE - ZREČE,info-konjice-zrece@guest.arnes.si,"Tattenbachova ulica 2 A, 3210 Slovenske Konjice",", ŠOLSKI CENTER SLOVENSKE KONJICE - ZREČE"
ZASAVSKI MUZEJ TRBOVLJE,ZASAVSKI MUZEJ TRBOVLJE,zasavski.muzej@siol.net,"Ulica 1. junija 15, 1420 Trbovlje",", ZASAVSKI MUZEJ TRBOVLJE"
KNJIŽNICA TONETA SELIŠKARJA TRBOVLJE,KNJIŽNICA TONETA SELIŠKARJA TRBOVLJE,knjiznicatrb@trb.si,"Ulica 1. junija 19, 1420 Trbovlje",", KNJIŽNICA TONETA SELIŠKARJA TRBOVLJE"
CANKARJEVA KNJIŽNICA VRHNIKA,CANKARJEVA KNJIŽNICA VRHNIKA,knjiznica@ckv.si,"Tržaška cesta 32, 1360 Vrhnika",", CANKARJEVA KNJIŽNICA VRHNIKA"
UPI Ljudska univerza Žalec,UPI Ljudska univerza Žalec,lu-zalec@upi.si,"Ulica Ivanke Uranjek 6, 3310 Žalec",", UPI Ljudska univerza Žalec"
SPLOŠNA KNJIŽNICA LJUTOMER,SPLOŠNA KNJIŽNICA LJUTOMER,knjiznicaljt@lju.sik.si,"Glavni trg 2, 9240 Ljutomer",", SPLOŠNA KNJIŽNICA LJUTOMER"
ZGODOVINSKI ARHIV CELJE,ZGODOVINSKI ARHIV CELJE,zg.arhiv-celje@guest.arnes.si,"Teharska cesta 1, 3000 Celje",", ZGODOVINSKI ARHIV CELJE"
ZAVOD ZA IZOBRAŽEVANJE IN KULTURO ČRNOMELJ,ZAVOD ZA IZOBRAŽEVANJE IN KULTURO ČRNOMELJ,info@zik-crnomelj.si,"Ulica Otona Župančiča 1, 8340 Črnomelj",", ZAVOD ZA IZOBRAŽEVANJE IN KULTURO ČRNOMELJ"
Javni zavod Knjižnica Gornja Radgona,Javni zavod Knjižnica Gornja Radgona,info@lu-gradgona.si,"Trg svobode 4, 9250 Gornja Radgona",", Javni zavod Knjižnica Gornja Radgona"
OBČINSKA KNJIŽNICA JESENICE,OBČINSKA KNJIŽNICA JESENICE,info@knjiznica-jesenice.si,"Trg Toneta Čufarja 4, 4270 Jesenice",", OBČINSKA KNJIŽNICA JESENICE"
LJUDSKA UNIVERZA KOČEVJE,LJUDSKA UNIVERZA KOČEVJE,info@lu-kocevje.si,"Trg zbora odposlancev 30, 1330 Kočevje",", LJUDSKA UNIVERZA KOČEVJE"
GORENJSKI MUZEJ,GORENJSKI MUZEJ,info@gorenjski-muzej.si,"Tomšičeva ulica 42, 4000 Kranj",", GORENJSKI MUZEJ"
Mestna knjižnica Kranj,Mestna knjižnica Kranj,mkk@mkk.si,"Gregorčičeva ulica 1, 4000 Kranj",", Mestna knjižnica Kranj"
"LJUDSKA UNIVERZA, Zavod za izobraževanje odraslih in mladine Lendava NEPI EGYETEM, Felnottek es Fiatalok Tovabbkepzointezete Lendva","LJUDSKA UNIVERZA, Zavod za izobraževanje odraslih in mladine Lendava NEPI EGYETEM, Felnottek es Fiatalok Tovabbkepzointezete Lendva",izobrazevanje@lulendava.si,"Kidričeva ulica 1, 9220 Lendava - Lendva",", LJUDSKA UNIVERZA, Zavod za izobraževanje odraslih in mladine Lendava NEPI EGYETEM, Felnottek es Fiatalok Tovabbkepzointezete Lendva"
TEHNIŠKI MUZEJ SLOVENIJE,TEHNIŠKI MUZEJ SLOVENIJE,info@tms.si,"Tržaška cesta 2, 1000 Ljubljana",", TEHNIŠKI MUZEJ SLOVENIJE"
SLOVENSKI ETNOGRAFSKI MUZEJ,SLOVENSKI ETNOGRAFSKI MUZEJ,etnomuz@etno-muzej.si,"Metelkova ulica 2, 1000 Ljubljana",", SLOVENSKI ETNOGRAFSKI MUZEJ"
PRIRODOSLOVNI MUZEJ SLOVENIJE,PRIRODOSLOVNI MUZEJ SLOVENIJE,uprava@pms-lj.si,"Prešernova cesta 20, 1000 Ljubljana",", PRIRODOSLOVNI MUZEJ SLOVENIJE"
ŽIVALSKI VRT LJUBLJANA,ŽIVALSKI VRT LJUBLJANA,info@zoo.si,"Večna pot 70, 1000 Ljubljana",", ŽIVALSKI VRT LJUBLJANA"
MUZEJ NARODNE OSVOBODITVE MARIBOR,MUZEJ NARODNE OSVOBODITVE MARIBOR,osebje@muzejno-mb.si,"Ulica heroja Tomšiča 5, 2000 Maribor",", MUZEJ NARODNE OSVOBODITVE MARIBOR"
ANDRAGOŠKI ZAVOD MARIBOR-LJUDSKA UNIVERZA,ANDRAGOŠKI ZAVOD MARIBOR-LJUDSKA UNIVERZA,info@azm-lu.si,"Maistrova ulica 5, 2000 Maribor",", ANDRAGOŠKI ZAVOD MARIBOR-LJUDSKA UNIVERZA"
GORIŠKA KNJIŽNICA FRANCETA BEVKA Nova Gorica,GORIŠKA KNJIŽNICA FRANCETA BEVKA Nova Gorica,goriska.knjiznica@ng.sik.si,"Trg Edvarda Kardelja 4, 5000 Nova Gorica",", GORIŠKA KNJIŽNICA FRANCETA BEVKA Nova Gorica"
LJUDSKA UNIVERZA ORMOŽ,LJUDSKA UNIVERZA ORMOŽ,univerza.ormoz@amis.net,"Vrazova ulica 12, 2270 Ormož",", LJUDSKA UNIVERZA ORMOŽ"
ZGODOVINSKI ARHIV NA PTUJU,ZGODOVINSKI ARHIV NA PTUJU,zgod.arhiv-ptuj@guest.arnes.si,"Muzejski trg 1, 2250 Ptuj",", ZGODOVINSKI ARHIV NA PTUJU"
KNJIŽNICA IVANA POTRČA PTUJ,KNJIŽNICA IVANA POTRČA PTUJ,kip@knjiznica-ptuj.si,"Prešernova ulica 33, 2250 Ptuj",", KNJIŽNICA IVANA POTRČA PTUJ"
POKRAJINSKI MUZEJ PTUJ - ORMOŽ,POKRAJINSKI MUZEJ PTUJ - ORMOŽ,muzej-ptuj.uprava@siol.net,"Muzejski trg 1, 2250 Ptuj",", POKRAJINSKI MUZEJ PTUJ - ORMOŽ"
MUZEJI RADOVLJIŠKE OBČINE,MUZEJI RADOVLJIŠKE OBČINE,mro@siol.net,"Linhartov trg 1, 4240 Radovljica",", MUZEJI RADOVLJIŠKE OBČINE"
LJUDSKA UNIVERZA RADOVLJICA,LJUDSKA UNIVERZA RADOVLJICA,info@lu-r.si,"Kranjska cesta 4, 4240 Radovljica",", LJUDSKA UNIVERZA RADOVLJICA"
KOROŠKA OSREDNJA KNJIŽNICA DR. FRANCA SUŠNIKA RAVNE NA KOROŠKEM,KOROŠKA OSREDNJA KNJIŽNICA DR. FRANCA SUŠNIKA RAVNE NA KOROŠKEM,knjiznica@rav.sik.si,"Na gradu 1, 2390 Ravne na Koroškem",", KOROŠKA OSREDNJA KNJIŽNICA DR. FRANCA SUŠNIKA RAVNE NA KOROŠKEM"
KNJIŽNICA JOSIPA VOŠNJAKA SLOVENSKA BISTRICA,KNJIŽNICA JOSIPA VOŠNJAKA SLOVENSKA BISTRICA,knjižnicajv.slo-bistrica@guest.arnes.si,"Trg svobode 16, 2310 Slovenska Bistrica",", KNJIŽNICA JOSIPA VOŠNJAKA SLOVENSKA BISTRICA"
LJUDSKA UNIVERZA ŠKOFJA LOKA,LJUDSKA UNIVERZA ŠKOFJA LOKA,info@lu-skofjaloka.si,"Podlubnik 1 A, 4220 Škofja Loka",", LJUDSKA UNIVERZA ŠKOFJA LOKA"
LOŠKI MUZEJ ŠKOFJA LOKA,LOŠKI MUZEJ ŠKOFJA LOKA,info@loski-muzej.si,"Grajska pot 13, 4220 Škofja Loka",", LOŠKI MUZEJ ŠKOFJA LOKA"
KNJIŽNICA IVANA TAVČARJA ŠKOFJA LOKA,KNJIŽNICA IVANA TAVČARJA ŠKOFJA LOKA,info@knjiznica-skofjaloka.si,"Šolska ulica 6, 4220 Škofja Loka",", KNJIŽNICA IVANA TAVČARJA ŠKOFJA LOKA"
"LJUDSKA UNIVERZA, ZAVOD ZA IZOBRAŽEVANJE IN KULTURO, ROGAŠKA SLATINA","LJUDSKA UNIVERZA, ZAVOD ZA IZOBRAŽEVANJE IN KULTURO, ROGAŠKA SLATINA",info@lu-rogaska.si,"Celjska cesta 3 A, 3250 Rogaška Slatina",", LJUDSKA UNIVERZA, ZAVOD ZA IZOBRAŽEVANJE IN KULTURO, ROGAŠKA SLATINA"
KNJIŽNICA CIRILA KOSMAČA TOLMIN,KNJIŽNICA CIRILA KOSMAČA TOLMIN,knjiznica@tol.sik.si,"Tumov drevored 6, 5220 Tolmin",", KNJIŽNICA CIRILA KOSMAČA TOLMIN"
ZAVOD ZA KULTURO DELAVSKI DOM TRBOVLJE,ZAVOD ZA KULTURO DELAVSKI DOM TRBOVLJE,ddt@siol.net,"Trg svobode 11 A, 1420 Trbovlje",", ZAVOD ZA KULTURO DELAVSKI DOM TRBOVLJE"
ANDRAGOŠKI ZAVOD LJUDSKA UNIVERZA VELENJE,ANDRAGOŠKI ZAVOD LJUDSKA UNIVERZA VELENJE,info@lu-velenje.si,"Titov trg 2, 3320 Velenje",", ANDRAGOŠKI ZAVOD LJUDSKA UNIVERZA VELENJE"
GLEDALIŠČE TONETA ČUFARJA JESENICE,GLEDALIŠČE TONETA ČUFARJA JESENICE,gtc@gledalisce-tc.si,"Trg Toneta Čufarja 4, 4270 Jesenice",", GLEDALIŠČE TONETA ČUFARJA JESENICE"
PREŠERNOVO GLEDALIŠČE KRANJ,PREŠERNOVO GLEDALIŠČE KRANJ,pgk@pgk.si,"Glavni trg 6, 4000 Kranj",", PREŠERNOVO GLEDALIŠČE KRANJ"
MESTNO GLEDALIŠČE LJUBLJANSKO,MESTNO GLEDALIŠČE LJUBLJANSKO,info@mgl.si,"Čopova ulica 14, 1000 Ljubljana",", MESTNO GLEDALIŠČE LJUBLJANSKO"
