Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
OBČINA TRŽIČ,OBČINA TRŽIČ,obcina.trzic@trzic.si,"Trg svobode 18, 4290 Tržič",", OBČINA TRŽIČ"
OBČINA PIVKA,OBČINA PIVKA,obcina@pivka.si,"Kolodvorska cesta 5, 6257 Pivka",", OBČINA PIVKA"
OBČINA RUŠE,OBČINA RUŠE,urad.zupana@ruse.si,"Trg vstaje 11, 2342 Ruše",", OBČINA RUŠE"
MESTNA OBČINA PTUJ,MESTNA OBČINA PTUJ,info@ptuj.si,"Mestni trg 1, 2250 Ptuj",", MESTNA OBČINA PTUJ"
OBČINA MEŽICA,OBČINA MEŽICA,info@mezica.si,"Trg svobode 1, 2392 Mežica",", OBČINA MEŽICA"
OBČINA RAVNE NA KOROŠKEM,OBČINA RAVNE NA KOROŠKEM,obcina@ravne.si,"Gačnikova pot 5, 2390 Ravne na Koroškem",", OBČINA RAVNE NA KOROŠKEM"
OBČINA MAJŠPERK,OBČINA MAJŠPERK,obcina.majsperk@majsperk.si,"Majšperk 39, 2322 Majšperk",", OBČINA MAJŠPERK"
OBČINA ČRNA NA KOROŠKEM,OBČINA ČRNA NA KOROŠKEM,obcina@crna.si,"Center 101, 2393 Črna na Koroškem",", OBČINA ČRNA NA KOROŠKEM"
OBČINA ORMOŽ,OBČINA ORMOŽ,obcina.ormoz@ormoz.si,"Ptujska cesta 6, 2270 Ormož",", OBČINA ORMOŽ"
OBČINA KIDRIČEVO,OBČINA KIDRIČEVO,obcina@kidricevo.si,"Kopališka ulica 14, 2325 Kidričevo",", OBČINA KIDRIČEVO"
OBČINA LJUBNO,OBČINA LJUBNO,obcina@ljubno.si,"Cesta v Rastke 12, 3333 Ljubno ob Savinji",", OBČINA LJUBNO"
OBČINA JURŠINCI,OBČINA JURŠINCI,obcina.jursinci@jursinci.si,"Juršinci 3 B, 2256 Juršinci",", OBČINA JURŠINCI"
OBČINA VITANJE,OBČINA VITANJE,info@vitanje.si,"Grajski trg 1, 3205 Vitanje",", OBČINA VITANJE"
OBČINA GORNJI GRAD,OBČINA GORNJI GRAD,obcina@gornji-grad.si,"Attemsov trg 3, 3342 Gornji grad",", OBČINA GORNJI GRAD"
OBČINA LUČE,OBČINA LUČE,obcina@luce.si,"Luče 106, 3334 Luče",", OBČINA LUČE"
OBČINA LOŠKI POTOK,OBČINA LOŠKI POTOK,obcina@loski-potok.si,"Hrib-Loški Potok 17, 1318 Loški Potok",", OBČINA LOŠKI POTOK"
OBČINA SLOVENSKE KONJICE,OBČINA SLOVENSKE KONJICE,info@slovenskekonjice.si,"Stari trg 29, 3210 Slovenske Konjice",", OBČINA SLOVENSKE KONJICE"
OBČINA NAZARJE,OBČINA NAZARJE,obcina@nazarje.si,"Savinjska cesta 4, 3331 Nazarje",", OBČINA NAZARJE"
OBČINA MOZIRJE,OBČINA MOZIRJE,obcina@mozirje.si,"Šmihelska cesta 2, 3330 Mozirje",", OBČINA MOZIRJE"
OBČINA RIBNICA,OBČINA RIBNICA,obcina@ribnica.si,"Gorenjska cesta 3, 1310 Ribnica",", OBČINA RIBNICA"
OBČINA PIRAN,OBČINA PIRAN,obcina.piran@piran.si,"Tartinijev trg 2, 6330 Piran - Pirano",", OBČINA PIRAN"
OBČINA ZAGORJE OB SAVI,OBČINA ZAGORJE OB SAVI,obcina.zagorje@zagorje.si,"Cesta 9. avgusta 5, 1410 Zagorje ob Savi",", OBČINA ZAGORJE OB SAVI"
MESTNA OBČINA SLOVENJ GRADEC,MESTNA OBČINA SLOVENJ GRADEC,info@slovenjgradec.si,"Šolska ulica 5, 2380 Slovenj Gradec",", MESTNA OBČINA SLOVENJ GRADEC"
OBČINA ROGATEC,OBČINA ROGATEC,obcina.rogatec@siol.net,"Pot k ribniku 4, 3252 Rogatec",", OBČINA ROGATEC"
OBČINA ROGAŠKA SLATINA,OBČINA ROGAŠKA SLATINA,obcina@rogaska-slatina.si,"Izletniška ulica 2, 3250 Rogaška Slatina",", OBČINA ROGAŠKA SLATINA"
OBČINA MISLINJA,OBČINA MISLINJA,obcina@mislinja.si,"Šolska cesta 34, 2382 Mislinja",", OBČINA MISLINJA"
OBČINA GORIŠNICA,OBČINA GORIŠNICA,obcina@gorisnica.eu,"Gorišnica 83 A, 2272 Gorišnica",", OBČINA GORIŠNICA"
OBČINA PODČETRTEK,OBČINA PODČETRTEK,tajnistvo.obcina@podcetrtek.si,"Trška cesta 59, 3254 Podčetrtek",", OBČINA PODČETRTEK"
OBČINA KOZJE,OBČINA KOZJE,obcina.kozje@siol.net,"Kozje 37, 3260 Kozje",", OBČINA KOZJE"
OBČINA ŠMARJE PRI JELŠAH,OBČINA ŠMARJE PRI JELŠAH,obcina@smarje.si,"Aškerčev trg 12, 3240 Šmarje pri Jelšah",", OBČINA ŠMARJE PRI JELŠAH"
OBČINA DORNAVA,OBČINA DORNAVA,obcina.dornava@dornava.si,"Dornava 135 A, 2252 Dornava",", OBČINA DORNAVA"
OBČINA SEŽANA,OBČINA SEŽANA,obcina@sezana.si,"Partizanska cesta 4, 6210 Sežana",", OBČINA SEŽANA"
OBČINA PESNICA,OBČINA PESNICA,obcina.pesnica@pesnica.si,"Pesnica pri Mariboru 39 A, 2211 Pesnica pri Mariboru",", OBČINA PESNICA"
OBČINA KUNGOTA,OBČINA KUNGOTA,obcina@kungota.si,"Plintovec 1, 2201 Zgornja Kungota",", OBČINA KUNGOTA"
OBČINA ŠENTILJ,OBČINA ŠENTILJ,obcina@sentilj.si,"Maistrova ulica 2, 2212 Šentilj v Slov. goricah",", OBČINA ŠENTILJ"
OBČINA SLOVENSKA BISTRICA,OBČINA SLOVENSKA BISTRICA,obcina@slov-bistrica.si,"Kolodvorska ulica 10, 2310 Slovenska Bistrica",", OBČINA SLOVENSKA BISTRICA"
MESTNA OBČINA VELENJE,MESTNA OBČINA VELENJE,info@velenje.si,"Titov trg 1, 3320 Velenje",", MESTNA OBČINA VELENJE"
OBČINA ŠMARTNO OB PAKI,OBČINA ŠMARTNO OB PAKI,obcina.smartno@siol.net,"Šmartno ob Paki 69, 3327 Šmartno ob Paki",", OBČINA ŠMARTNO OB PAKI"
OBČINA ŠOŠTANJ,OBČINA ŠOŠTANJ,obcina@sostanj.si,"Trg svobode 12, 3325 Šoštanj",", OBČINA ŠOŠTANJ"
OBČINA ŠENTJUR,OBČINA ŠENTJUR,obcina.sentjur@sentjur.si,"Mestni trg 10, 3230 Šentjur",", OBČINA ŠENTJUR"
OBČINA IVANČNA GORICA,OBČINA IVANČNA GORICA,obc.ivancna.gorica@siol.net,"Sokolska ulica 8, 1295 Ivančna Gorica",", OBČINA IVANČNA GORICA"
OBČINA DOBREPOLJE,OBČINA DOBREPOLJE,info@dobrepolje.si,"Videm 35, 1312 Videm - Dobrepolje",", OBČINA DOBREPOLJE"
