Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
LOVSKA DRUŽINA DOBRNA,LOVSKA DRUŽINA DOBRNA,,"Klanc 59, 3204 Dobrna",", LOVSKA DRUŽINA DOBRNA"
RIBIŠKA DRUŽINA BRESTANICA-KRŠKO,RIBIŠKA DRUŽINA BRESTANICA-KRŠKO,,"Raztez 1 A, 8280 Brestanica",", RIBIŠKA DRUŽINA BRESTANICA-KRŠKO"
LOVSKA DRUŽINA ŽALEC,LOVSKA DRUŽINA ŽALEC,,"Gotovlje 177, 3310 Žalec",", LOVSKA DRUŽINA ŽALEC"
LOVSKA DRUŽINA TRŽIŠČE,LOVSKA DRUŽINA TRŽIŠČE,,"Tržišče 23, 8295 Tržišče",", LOVSKA DRUŽINA TRŽIŠČE"
LOVSKA DRUŽINA JELOVICA RIBNO,LOVSKA DRUŽINA JELOVICA RIBNO,,"Izletniška ulica 29, 4260 Bled",", LOVSKA DRUŽINA JELOVICA RIBNO"
LOVSKA DRUŽINA SELCA,LOVSKA DRUŽINA SELCA,,"Selca 9, 4227 Selca",", LOVSKA DRUŽINA SELCA"
RIBIŠKA DRUŽINA VISOKO,RIBIŠKA DRUŽINA VISOKO,,"Sestranska vas 54, 4224 Gorenja vas",", RIBIŠKA DRUŽINA VISOKO"
LOVSKA DRUŽINA GRMADA CELJE,LOVSKA DRUŽINA GRMADA CELJE,,"Pečovnik 32, 3000 Celje",", LOVSKA DRUŽINA GRMADA CELJE"
LOVSKA DRUŽINA KRIŽNA GORA,LOVSKA DRUŽINA KRIŽNA GORA,,"Stara Loka 72 A, 4220 Škofja Loka",", LOVSKA DRUŽINA KRIŽNA GORA"
LOVSKA DRUŽINA STARA FUŽINA,LOVSKA DRUŽINA STARA FUŽINA,,"Stara Fužina 53 B, 4265 Bohinjsko jezero",", LOVSKA DRUŽINA STARA FUŽINA"
LOVSKA DRUŽINA JOŠT - KRANJ,LOVSKA DRUŽINA JOŠT - KRANJ,,"Jamnik 17, 4201 Zgornja Besnica",", LOVSKA DRUŽINA JOŠT - KRANJ"
LOVSKA DRUŽINA STUDENEC - VELIKI TRN,LOVSKA DRUŽINA STUDENEC - VELIKI TRN,,"Studenec 50 B, 8293 Studenec",", LOVSKA DRUŽINA STUDENEC - VELIKI TRN"
LOVSKA DRUŽINA MOZIRJE,LOVSKA DRUŽINA MOZIRJE,,"Brezje 51, 3330 Mozirje",", LOVSKA DRUŽINA MOZIRJE"
LOVSKA DRUŽINA SODRAŽICA,LOVSKA DRUŽINA SODRAŽICA,,"Podgorska cesta 32, 1317 Sodražica",", LOVSKA DRUŽINA SODRAŽICA"
DRUŠTVO ZA RAZISKOVANJE JAM LJUBLJANA,DRUŠTVO ZA RAZISKOVANJE JAM LJUBLJANA,,"Luize Pesjakove ulica 11, 1000 Ljubljana",", DRUŠTVO ZA RAZISKOVANJE JAM LJUBLJANA"
LOVSKA DRUŽINA GOZDNIK-GRIŽE,LOVSKA DRUŽINA GOZDNIK-GRIŽE,,"Pongrac 132 A, 3302 Griže",", LOVSKA DRUŽINA GOZDNIK-GRIŽE"
LOVSKA DRUŽINA GORICA,LOVSKA DRUŽINA GORICA,,"Volčja Draga 17 L, 5293 Volčja Draga",", LOVSKA DRUŽINA GORICA"
LOVSKA DRUŽINA MOST NA SOČI,LOVSKA DRUŽINA MOST NA SOČI,,"Tolminski Lom 44, 5216 Most na Soči",", LOVSKA DRUŽINA MOST NA SOČI"
Lovska družina Gaj nad Mariborom,Lovska družina Gaj nad Mariborom,,"Šober 26 A, 2354 Bresternica",", Lovska družina Gaj nad Mariborom"
LOVSKA DRUŽINA BUKOVJE-OTIŠKI VRH,LOVSKA DRUŽINA BUKOVJE-OTIŠKI VRH,,"Sv. Danijel 25 B, 2373 Šentjanž pri Dravogradu",", LOVSKA DRUŽINA BUKOVJE-OTIŠKI VRH"
LOVSKA DRUŽINA PIŠECE,LOVSKA DRUŽINA PIŠECE,,"Pišece 5, 8255 Pišece",", LOVSKA DRUŽINA PIŠECE"
LOVSKA DRUŽINA ČEPOVAN,LOVSKA DRUŽINA ČEPOVAN,,"Čepovan 97, 5253 Čepovan",", LOVSKA DRUŽINA ČEPOVAN"
LOVSKA DRUŽINA ŠENTJANŽ,LOVSKA DRUŽINA ŠENTJANŽ,,"Kamenško 6, 8297 Šentjanž",", LOVSKA DRUŽINA ŠENTJANŽ"
LOVSKA DRUŽINA KAPELE,LOVSKA DRUŽINA KAPELE,,"Kapele 2 B, 8258 Kapele",", LOVSKA DRUŽINA KAPELE"
LOVSKA DRUŽINA MOKRICE,LOVSKA DRUŽINA MOKRICE,,"Koritno 28, 8261 Jesenice na Dolenjskem",", LOVSKA DRUŽINA MOKRICE"
LOVSKA DRUŽINA MALA NEDELJA,LOVSKA DRUŽINA MALA NEDELJA,,"Radoslavci 42 A, 9243 Mala Nedelja",", LOVSKA DRUŽINA MALA NEDELJA"
JAMARSKI KLUB ''SREČKO LOGAR'' IDRIJA,JAMARSKI KLUB ''SREČKO LOGAR'' IDRIJA,,"Ulica Sv. Barbare 5, 5280 Idrija",", JAMARSKI KLUB ''SREČKO LOGAR'' IDRIJA"
LOVSKA DRUŽINA KOZJE,LOVSKA DRUŽINA KOZJE,,"Kozje 37, 3260 Kozje",", LOVSKA DRUŽINA KOZJE"
LOVSKA DRUŽINA GRGAR,LOVSKA DRUŽINA GRGAR,,"Grgarske Ravne 18 A, 5251 Grgar",", LOVSKA DRUŽINA GRGAR"
LOVSKA DRUŽINA SABOTIN,LOVSKA DRUŽINA SABOTIN,,"Podsabotin 1 A, 5211 Kojsko",", LOVSKA DRUŽINA SABOTIN"
LOVSKA DRUŽINA ČREŠNJEVEC,LOVSKA DRUŽINA ČREŠNJEVEC,,"Črešnjevec 147, 2310 Slovenska Bistrica",", LOVSKA DRUŽINA ČREŠNJEVEC"
LOVSKA DRUŽINA BISTRA ČRNA NA KOROŠKEM,LOVSKA DRUŽINA BISTRA ČRNA NA KOROŠKEM,,"Bistra 18, 2393 Črna na Koroškem",", LOVSKA DRUŽINA BISTRA ČRNA NA KOROŠKEM"
Lovska družina Dobrava,Lovska družina Dobrava,,"Spodnja Senarska 3, 2235 Sv. Trojica v Slov. goricah",", Lovska družina Dobrava"
LOVSKA DRUŽINA VOJKOVO PODNANOS,LOVSKA DRUŽINA VOJKOVO PODNANOS,,"Podnanos 71, 5272 Podnanos",", LOVSKA DRUŽINA VOJKOVO PODNANOS"
Lovska družina Šmartno na Pohorju,Lovska družina Šmartno na Pohorju,,"Smrečno 3, 2315 Šmartno na Pohorju",", Lovska družina Šmartno na Pohorju"
Ribiška družina Radlje ob Dravi,Ribiška družina Radlje ob Dravi,,"Zgornja Vižinga 1, 2360 Radlje ob Dravi",", Ribiška družina Radlje ob Dravi"
LOVSKA DRUŽINA VIŠNJA GORA,LOVSKA DRUŽINA VIŠNJA GORA,,"Vrh pri Višnji Gori 38, 1294 Višnja Gora",", LOVSKA DRUŽINA VIŠNJA GORA"
RIBIŠKA DRUŽINA RUŠE,RIBIŠKA DRUŽINA RUŠE,,"Ob Dravi 9, 2342 Ruše",", RIBIŠKA DRUŽINA RUŠE"
LOVSKA DRUŽINA IVANOVCI,LOVSKA DRUŽINA IVANOVCI,,"Ivanovci 1, 9208 Fokovci",", LOVSKA DRUŽINA IVANOVCI"
LOVSKA DRUŽINA FAJTI HRIB RENČE,LOVSKA DRUŽINA FAJTI HRIB RENČE,,"Bilje 55, 5292 Renče",", LOVSKA DRUŽINA FAJTI HRIB RENČE"
LOVSKA DRUŽINA DOBROVO,LOVSKA DRUŽINA DOBROVO,,"Trg 25. maja 2, 5212 Dobrovo v Brdih",", LOVSKA DRUŽINA DOBROVO"
LOVSKA DRUŽINA KRIŽEVCI V PREKMURJU,LOVSKA DRUŽINA KRIŽEVCI V PREKMURJU,,"Križevci 136, 9206 Križevci",", LOVSKA DRUŽINA KRIŽEVCI V PREKMURJU"
LOVSKA DRUŽINA ŠMARJE,LOVSKA DRUŽINA ŠMARJE,,"Šmarje 89, 6274 Šmarje",", LOVSKA DRUŽINA ŠMARJE"
LOVSKA DRUŽINA MAREZIGE,LOVSKA DRUŽINA MAREZIGE,,"Labor 47, 6273 Marezige",", LOVSKA DRUŽINA MAREZIGE"
LOVSKA DRUŽINA JESENICE,LOVSKA DRUŽINA JESENICE,,"Hrušica 49, 4276 Hrušica",", LOVSKA DRUŽINA JESENICE"
LOVSKA DRUŽINA KOPER,LOVSKA DRUŽINA KOPER,,"Ulica Istrskega odreda 2, 6000 Koper - Capodistria",", LOVSKA DRUŽINA KOPER"
LOVSKA DRUŽINA KRANJSKA GORA,LOVSKA DRUŽINA KRANJSKA GORA,,"Kolodvorska ulica 1 A, 4280 Kranjska Gora",", LOVSKA DRUŽINA KRANJSKA GORA"
LOVSKA DRUŽINA ŠMARNA GORA,LOVSKA DRUŽINA ŠMARNA GORA,,"Zavrh pod Šmarno goro 30, 1211 Ljubljana - Šmartno",", LOVSKA DRUŽINA ŠMARNA GORA"
LOVSKA DRUŽINA STRUGE NA DOLENJSKEM,LOVSKA DRUŽINA STRUGE NA DOLENJSKEM,,"Pri Cerkvi-Struge 30, 1313 Struge",", LOVSKA DRUŽINA STRUGE NA DOLENJSKEM"
RIBIŠKA DRUŽINA VRHNIKA,RIBIŠKA DRUŽINA VRHNIKA,,"Sinja Gorica 57, 1360 Vrhnika",", RIBIŠKA DRUŽINA VRHNIKA"
"KOMUNALNO PODJETJE VELENJE Izvajanje komunalnih dejavnosti, d.o.o","KOMUNALNO PODJETJE VELENJE Izvajanje komunalnih dejavnosti, d.o.o",,"Koroška cesta 37 B, 3320 Velenje",", KOMUNALNO PODJETJE VELENJE Izvajanje komunalnih dejavnosti, d.o.o"
LOVSKA DRUŽINA IG,LOVSKA DRUŽINA IG,,"Banija 4, 1292 Ig",", LOVSKA DRUŽINA IG"
LOVSKA DRUŽINA DRAGATUŠ,LOVSKA DRUŽINA DRAGATUŠ,,"Tanča Gora 60, 8343 Dragatuš",", LOVSKA DRUŽINA DRAGATUŠ"
LOVSKA DRUŽINA STAHOVICA,LOVSKA DRUŽINA STAHOVICA,,"Kališe 30, 1242 Stahovica",", LOVSKA DRUŽINA STAHOVICA"
LOVSKA DRUŽINA TROJANE - OŽBOLT,LOVSKA DRUŽINA TROJANE - OŽBOLT,,"Prvine 3, 1222 Trojane",", LOVSKA DRUŽINA TROJANE - OŽBOLT"
LOVSKA DRUŽINA GABROVKA,LOVSKA DRUŽINA GABROVKA,,"Moravče pri Gabrovki 54, 1274 Gabrovka",", LOVSKA DRUŽINA GABROVKA"
LOVSKA DRUŽINA POLHOV GRADEC,LOVSKA DRUŽINA POLHOV GRADEC,,"Polhov Gradec 13, 1355 Polhov Gradec",", LOVSKA DRUŽINA POLHOV GRADEC"
LOVSKA DRUŽINA PODČETRTEK,LOVSKA DRUŽINA PODČETRTEK,,"Imenska Gorca 16, 3254 Podčetrtek",", LOVSKA DRUŽINA PODČETRTEK"
LOVSKA DRUŽINA PIVKA,LOVSKA DRUŽINA PIVKA,,"Petelinje 72, 6257 Pivka",", LOVSKA DRUŽINA PIVKA"
CENTER ZA SOCIALNO DELO JESENICE,CENTER ZA SOCIALNO DELO JESENICE,gpcsd.jesen@gov.si,"Cesta železarjev 4 A, 4270 Jesenice",", CENTER ZA SOCIALNO DELO JESENICE"
JAMARSKO DRUŠTVO DIMNICE KOPER,JAMARSKO DRUŠTVO DIMNICE KOPER,,"Ferrarska ulica 14, 6000 Koper - Capodistria",", JAMARSKO DRUŠTVO DIMNICE KOPER"
LOVSKA DRUŽINA PLANINA,LOVSKA DRUŽINA PLANINA,,"Planina 111, 6232 Planina",", LOVSKA DRUŽINA PLANINA"
LOVSKA DRUŽINA RAKITNA,LOVSKA DRUŽINA RAKITNA,,"Gorenja Brezovica 30, 1352 Preserje",", LOVSKA DRUŽINA RAKITNA"
RIBIŠKA DRUŽINA BARJE,RIBIŠKA DRUŽINA BARJE,,"Hladnikova cesta 11, 1000 Ljubljana",", RIBIŠKA DRUŽINA BARJE"
LOVSKA DRUŽINA ŽIRI,LOVSKA DRUŽINA ŽIRI,,"Na Studencu 1, 4226 Žiri",", LOVSKA DRUŽINA ŽIRI"
LOVSKA DRUŽINA HRASTNIK,LOVSKA DRUŽINA HRASTNIK,,"Kal 13, 1431 Dol pri Hrastniku",", LOVSKA DRUŽINA HRASTNIK"
LOVSKA DRUŽINA TREBNJE,LOVSKA DRUŽINA TREBNJE,,"Vrhtrebnje 21, 8210 Trebnje",", LOVSKA DRUŽINA TREBNJE"
LOVSKA DRUŽINA ROVTE,LOVSKA DRUŽINA ROVTE,,"Rovte 44 B, 1373 Rovte",", LOVSKA DRUŽINA ROVTE"
LOVSKA DRUŽINA RIBNICA,LOVSKA DRUŽINA RIBNICA,,"Opekarska cesta 4, 1310 Ribnica",", LOVSKA DRUŽINA RIBNICA"
LOVSKA DRUŽINA ŠMARTNO PRI LITIJI,LOVSKA DRUŽINA ŠMARTNO PRI LITIJI,,"Črni Potok 9 A, 1275 Šmartno pri Litiji",", LOVSKA DRUŽINA ŠMARTNO PRI LITIJI"
"ELEKTRO MARIBOR, podjetje za distribucijo električne energije, d.d.","ELEKTRO MARIBOR, podjetje za distribucijo električne energije, d.d.",,"Vetrinjska ulica 2, 2000 Maribor",", ELEKTRO MARIBOR, podjetje za distribucijo električne energije, d.d."
LOVSKA DRUŽINA DRETA NAZARJE,LOVSKA DRUŽINA DRETA NAZARJE,,"Lačja vas 32, 3331 Nazarje",", LOVSKA DRUŽINA DRETA NAZARJE"
RIBIŠKA DRUŽINA CERKNICA,RIBIŠKA DRUŽINA CERKNICA,,"Notranjska cesta 56, 1380 Cerknica",", RIBIŠKA DRUŽINA CERKNICA"
LOVSKA DRUŽINA VAČE,LOVSKA DRUŽINA VAČE,,"Vače 51 B, 1252 Vače",", LOVSKA DRUŽINA VAČE"
LOVSKA DRUŽINA TUHINJ,LOVSKA DRUŽINA TUHINJ,,"Laze v Tuhinju 3 A, 1219 Laze v Tuhinju",", LOVSKA DRUŽINA TUHINJ"
LOVSKA DRUŽINA TOMIŠELJ,LOVSKA DRUŽINA TOMIŠELJ,,"Tomišelj 1, 1292 Ig",", LOVSKA DRUŽINA TOMIŠELJ"
LOVSKA DRUŽINA BREZOVICA,LOVSKA DRUŽINA BREZOVICA,,"Podplešivica 2, 1357 Notranje Gorice",", LOVSKA DRUŽINA BREZOVICA"
LOVSKA DRUŽINA VELIKE LAŠČE,LOVSKA DRUŽINA VELIKE LAŠČE,,"Prilesje 25, 1315 Velike Lašče",", LOVSKA DRUŽINA VELIKE LAŠČE"
RIBIŠKA DRUŽINA BISTRICA DOMŽALE,RIBIŠKA DRUŽINA BISTRICA DOMŽALE,,"Krakovska cesta 18 A, 1230 Domžale",", RIBIŠKA DRUŽINA BISTRICA DOMŽALE"
RIBIŠKA DRUŽINA TRBOVLJE,RIBIŠKA DRUŽINA TRBOVLJE,,"Zasavska cesta 1 A, 1420 Trbovlje",", RIBIŠKA DRUŽINA TRBOVLJE"
RIBIŠKA DRUŽINA VELENJE,RIBIŠKA DRUŽINA VELENJE,,"Cesta na Jezero 7 B, 3320 Velenje",", RIBIŠKA DRUŽINA VELENJE"
JAMARSKI KLUB TEMNICA,JAMARSKI KLUB TEMNICA,,"Temnica 10, 5296 Kostanjevica na Krasu",", JAMARSKI KLUB TEMNICA"
LOVSKA DRUŽINA VELENJE,LOVSKA DRUŽINA VELENJE,,"Kavče 4, 3320 Velenje",", LOVSKA DRUŽINA VELENJE"
LOVSKA DRUŽINA ŠENTJOŠT,LOVSKA DRUŽINA ŠENTJOŠT,,"Šentjošt nad Horjulom 33, 1354 Horjul",", LOVSKA DRUŽINA ŠENTJOŠT"
LOVSKA DRUŽINA HOTEDRŠICA,LOVSKA DRUŽINA HOTEDRŠICA,,"Hotedršica 61 A, 1372 Hotedršica",", LOVSKA DRUŽINA HOTEDRŠICA"
JAMARSKO DRUŠTVO LOGATEC,JAMARSKO DRUŠTVO LOGATEC,,"Notranjska cesta 14, 1370 Logatec",", JAMARSKO DRUŠTVO LOGATEC"
DRUŠTVO ZA RAZISKOVANJE JAM LUKA ČEČ POSTOJNA,DRUŠTVO ZA RAZISKOVANJE JAM LUKA ČEČ POSTOJNA,,"Jamska cesta 30, 6230 Postojna",", DRUŠTVO ZA RAZISKOVANJE JAM LUKA ČEČ POSTOJNA"
LOVSKA DRUŽINA RIŽANA,LOVSKA DRUŽINA RIŽANA,,,", LOVSKA DRUŽINA RIŽANA"
RIBIŠKA DRUŽINA GROSUPLJE,RIBIŠKA DRUŽINA GROSUPLJE,,"Veliko Mlačevo 61, 1290 Grosuplje",", RIBIŠKA DRUŽINA GROSUPLJE"
LOVSKA DRUŽINA LJUBNO,LOVSKA DRUŽINA LJUBNO,,"Ter 30, 3333 Ljubno ob Savinji",", LOVSKA DRUŽINA LJUBNO"
JAMARSKO DRUŠTVO GORENJA VAS,JAMARSKO DRUŠTVO GORENJA VAS,,"Poljanska cesta 29, 4224 Gorenja vas",", JAMARSKO DRUŠTVO GORENJA VAS"
LOVSKA DRUŽINA OSILNICA,LOVSKA DRUŽINA OSILNICA,,"Ribjek 17, 1337 Osilnica",", LOVSKA DRUŽINA OSILNICA"
RIBIŠKA DRUŽINA PESNICA - LENART,RIBIŠKA DRUŽINA PESNICA - LENART,,"Ribiška pot 18, 2230 Lenart v Slov. goricah",", RIBIŠKA DRUŽINA PESNICA - LENART"
LOVSKA DRUŽINA GORJANCI,LOVSKA DRUŽINA GORJANCI,,"Gornja Težka Voda 4 B, 8322 Stopiče",", LOVSKA DRUŽINA GORJANCI"
LOVSKA DRUŽINA TRDINOV VRH,LOVSKA DRUŽINA TRDINOV VRH,,"Loka 4, 8321 Brusnice",", LOVSKA DRUŽINA TRDINOV VRH"
RIBIŠKA DRUŽINA DOLOMITI,RIBIŠKA DRUŽINA DOLOMITI,,"Ulica Vladimirja Dolničarja 11, 1356 Dobrova",", RIBIŠKA DRUŽINA DOLOMITI"
LOVSKA DRUŽINA KOJNIK PODGORJE,LOVSKA DRUŽINA KOJNIK PODGORJE,,"Podgorje 71, 6216 Podgorje",", LOVSKA DRUŽINA KOJNIK PODGORJE"
LOVSKA DRUŽINA REČICA OB SAVINJI,LOVSKA DRUŽINA REČICA OB SAVINJI,,"Poljane 51, 3332 Rečica ob Savinji",", LOVSKA DRUŽINA REČICA OB SAVINJI"
LOVSKA DRUŽINA SELA PRI KAMNIKU,LOVSKA DRUŽINA SELA PRI KAMNIKU,,"Sovinja Peč 9, 1241 Kamnik",", LOVSKA DRUŽINA SELA PRI KAMNIKU"
Lovska družina Vinski vrhovi Miklavž pri Ormožu,Lovska družina Vinski vrhovi Miklavž pri Ormožu,,"Miklavž pri Ormožu 13, 2275 Miklavž pri Ormožu",", Lovska družina Vinski vrhovi Miklavž pri Ormožu"
LOVSKA DRUŽINA ADLEŠIČI,LOVSKA DRUŽINA ADLEŠIČI,,"Adlešiči 40, 8341 Adlešiči",", LOVSKA DRUŽINA ADLEŠIČI"
"VARNOST MARIBOR varovanje premoženja, trgovina, storitve in proizvodnja d.d.","VARNOST MARIBOR varovanje premoženja, trgovina, storitve in proizvodnja d.d.",,"Kraljeviča Marka ulica 5, 2000 Maribor",", VARNOST MARIBOR varovanje premoženja, trgovina, storitve in proizvodnja d.d."
LOVSKA DRUŽINA ČRNOMELJ,LOVSKA DRUŽINA ČRNOMELJ,,"Ulica na Utrdbah 24, 8340 Črnomelj",", LOVSKA DRUŽINA ČRNOMELJ"
Lovska družina Trnovska vas,Lovska družina Trnovska vas,,"Trnovska vas 45 D, 2254 Trnovska vas",", Lovska družina Trnovska vas"
LOVSKA DRUŽINA OREHOVICA,LOVSKA DRUŽINA OREHOVICA,,"Cerov Log 151, 8310 Šentjernej",", LOVSKA DRUŽINA OREHOVICA"
LOVSKA DRUŽINA DOLENJA VAS,LOVSKA DRUŽINA DOLENJA VAS,,"Rakitnica 5 A, 1331 Dolenja vas",", LOVSKA DRUŽINA DOLENJA VAS"
LOVSKA DRUŽINA GORNJI GRAD,LOVSKA DRUŽINA GORNJI GRAD,,"Florjan pri Gornjem Gradu 46, 3342 Gornji grad",", LOVSKA DRUŽINA GORNJI GRAD"
"LEILA, izobraževanje in raziskovanje, d.o.o.","LEILA, izobraževanje in raziskovanje, d.o.o.",,"Vrhniška cesta 12, 1351 Brezovica pri Ljubljani",", LEILA, izobraževanje in raziskovanje, d.o.o."
INTER-ES Izobraževanje in svetovanje d.o.o.,INTER-ES Izobraževanje in svetovanje d.o.o.,,"Trg svobode 19, 5213 Kanal",", INTER-ES Izobraževanje in svetovanje d.o.o."
Intermatic inženiring & consulting d.o.o.,Intermatic inženiring & consulting d.o.o.,,"Glonarjeva ulica 1, 1000 Ljubljana",", Intermatic inženiring & consulting d.o.o."
"B2 izobraževanje in informacijske storitve, d.o.o.","B2 izobraževanje in informacijske storitve, d.o.o.",,"Tržaška cesta 42, 1000 Ljubljana",", B2 izobraževanje in informacijske storitve, d.o.o."
B & B izobraževanje in usposabljanje d.o.o.,B & B izobraževanje in usposabljanje d.o.o.,,"Cesta Staneta Žagarja 27 A, 4000 Kranj",", B & B izobraževanje in usposabljanje d.o.o."
"APOLLONIA trgovina in posredovanje materialov, potrebščin in opreme za zobozdravstvo in medicino d.o.o.","APOLLONIA trgovina in posredovanje materialov, potrebščin in opreme za zobozdravstvo in medicino d.o.o.",,"Zaloška cesta 155, 1000 Ljubljana",", APOLLONIA trgovina in posredovanje materialov, potrebščin in opreme za zobozdravstvo in medicino d.o.o."
"KOVA družba za izvajanje kompletnega varstva pri delu, d.o.o., Celje, Teharska 4","KOVA družba za izvajanje kompletnega varstva pri delu, d.o.o., Celje, Teharska 4",,"Teharska cesta 4, 3000 Celje",", KOVA družba za izvajanje kompletnega varstva pri delu, d.o.o., Celje, Teharska 4"
"PRAH, izobraževalni center, izobraževanje in usposabljanje, d.o.o.","PRAH, izobraževalni center, izobraževanje in usposabljanje, d.o.o.",,"Kidričeva ulica 28, 3250 Rogaška Slatina",", PRAH, izobraževalni center, izobraževanje in usposabljanje, d.o.o."
SERVIS VODOMEROV BOŠTJAN PODREPŠEK s.p.,SERVIS VODOMEROV BOŠTJAN PODREPŠEK s.p.,,"Obrtniška cesta  6, 3220 Štore",", SERVIS VODOMEROV BOŠTJAN PODREPŠEK s.p."
"MUCH, izobraževanje, d.o.o.","MUCH, izobraževanje, d.o.o.",,"Koprska ulica 94, 1000 Ljubljana",", MUCH, izobraževanje, d.o.o."
JORDAN prodaja in servis vodomerov d.o.o.,JORDAN prodaja in servis vodomerov d.o.o.,,"Draga 1, 8220 Šmarješke Toplice",", JORDAN prodaja in servis vodomerov d.o.o."
LOZAR servis - prodaja in storitve d.o.o. Nova Gorica,LOZAR servis - prodaja in storitve d.o.o. Nova Gorica,,"Cesta IX. korpusa 70, 5250 Solkan",", LOZAR servis - prodaja in storitve d.o.o. Nova Gorica"
"HAMEX, trgovina in storitve, d.o.o.","HAMEX, trgovina in storitve, d.o.o.",,"Stara Vrhnika 161, 1360 Vrhnika",", HAMEX, trgovina in storitve, d.o.o."
"ISTRABENZ PLINI, plini in plinske tehnologije, d.o.o.","ISTRABENZ PLINI, plini in plinske tehnologije, d.o.o.",,"Sermin 8 A, 6000 Koper - Capodistria",", ISTRABENZ PLINI, plini in plinske tehnologije, d.o.o."
"ALBA trgovina in proizvodnja, d.o.o.","ALBA trgovina in proizvodnja, d.o.o.",,"Celjska cesta 41, 3212 Vojnik",", ALBA trgovina in proizvodnja, d.o.o."
"GIA SERVIS montaža in vzdrževanje industrijske opreme, d.o.o.","GIA SERVIS montaža in vzdrževanje industrijske opreme, d.o.o.",,"Sermin 8 A, 6000 Koper - Capodistria",", GIA SERVIS montaža in vzdrževanje industrijske opreme, d.o.o."
AMZS družba za opravljanje storitev članom AMD in drugim udeležencem v cestnem prometu d.d.,AMZS družba za opravljanje storitev članom AMD in drugim udeležencem v cestnem prometu d.d.,,"Dunajska cesta 128 A, 1000 Ljubljana",", AMZS družba za opravljanje storitev članom AMD in drugim udeležencem v cestnem prometu d.d."
"L-PLAN d.o.o., podjetje za tehnično preizkušanje in analiziranje","L-PLAN d.o.o., podjetje za tehnično preizkušanje in analiziranje",,"Breznica 1, 4274 Žirovnica",", L-PLAN d.o.o., podjetje za tehnično preizkušanje in analiziranje"
"JAMITO podjetje za osebne in druge storitve in trgovino, d.o.o.","JAMITO podjetje za osebne in druge storitve in trgovino, d.o.o.",,"Opekarska cesta 47, 1000 Ljubljana",", JAMITO podjetje za osebne in druge storitve in trgovino, d.o.o."
"PODJETJE ZA STANOVANJSKE STORITVE, STANOVANJSKE IN POSLOVNE STORITVE d.o.o.","PODJETJE ZA STANOVANJSKE STORITVE, STANOVANJSKE IN POSLOVNE STORITVE d.o.o.",,"Vošnjakova ulica 6, 2250 Ptuj",", PODJETJE ZA STANOVANJSKE STORITVE, STANOVANJSKE IN POSLOVNE STORITVE d.o.o."
"JBI podjetje za šport, turizem, trgovino in gostinstvo, d.o.o.","JBI podjetje za šport, turizem, trgovino in gostinstvo, d.o.o.",,"Dol 11 B, 1215 Medvode",", JBI podjetje za šport, turizem, trgovino in gostinstvo, d.o.o."
LOVSKA DRUŽINA DOBRNIČ,LOVSKA DRUŽINA DOBRNIČ,,"Rdeči Kal 29, 8211 Dobrnič",", LOVSKA DRUŽINA DOBRNIČ"
"LIBELA ELSI Tehtanje in avtomatizacija, d.o.o.","LIBELA ELSI Tehtanje in avtomatizacija, d.o.o.",,"Opekarniška cesta 2, 3000 Celje",", LIBELA ELSI Tehtanje in avtomatizacija, d.o.o."
JAMARSKO DRUŠTVO NETOPIR ILIRSKA BISTRICA,JAMARSKO DRUŠTVO NETOPIR ILIRSKA BISTRICA,,"Vilharjeva cesta 32, 6250 Ilirska Bistrica",", JAMARSKO DRUŠTVO NETOPIR ILIRSKA BISTRICA"
LOVSKA DRUŽINA KOBILJE,LOVSKA DRUŽINA KOBILJE,,"Kobilje 230, 9227 Kobilje",", LOVSKA DRUŽINA KOBILJE"
"PRECIZ storitve, proizvodnja in trgovina d.o.o.","PRECIZ storitve, proizvodnja in trgovina d.o.o.",,"Cesta XIV. divizije 5, 2000 Maribor",", PRECIZ storitve, proizvodnja in trgovina d.o.o."
"ABITURA Podjetje za izobraževanje, d.o.o., Celje","ABITURA Podjetje za izobraževanje, d.o.o., Celje",,"Lava 7, 3000 Celje",", ABITURA Podjetje za izobraževanje, d.o.o., Celje"
"SLOVENSKI INSTITUT ZA KAKOVOST IN MEROSLOVJE, Ljubljana","SLOVENSKI INSTITUT ZA KAKOVOST IN MEROSLOVJE, Ljubljana",,"Tržaška cesta 2, 1000 Ljubljana",", SLOVENSKI INSTITUT ZA KAKOVOST IN MEROSLOVJE, Ljubljana"
KOBARIŠKI MUZEJ d.o.o.,KOBARIŠKI MUZEJ d.o.o.,,"Gregorčičeva ulica 10, 5222 Kobarid",", KOBARIŠKI MUZEJ d.o.o."
PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o.,PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o.,,"Koroška cesta 14, 2390 Ravne na Koroškem",", PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o."
JAMARSKO DRUŠTVO'' DANILO REMŠKAR'' AJDOVŠČINA,JAMARSKO DRUŠTVO'' DANILO REMŠKAR'' AJDOVŠČINA,,"Slomškova ulica 1 A, 5270 Ajdovščina",", JAMARSKO DRUŠTVO'' DANILO REMŠKAR'' AJDOVŠČINA"
