Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
"MINISTRSTVO ZA INFRASTRUKTURO, DIREKCIJA REPUBLIKE SLOVENIJE ZA INFRASTRUKTURO","MINISTRSTVO ZA INFRASTRUKTURO, DIREKCIJA REPUBLIKE SLOVENIJE ZA INFRASTRUKTURO",gp.drsc@gov.si,"Tržaška cesta 19, 1000 Ljubljana",", MINISTRSTVO ZA INFRASTRUKTURO, DIREKCIJA REPUBLIKE SLOVENIJE ZA INFRASTRUKTURO"
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA MEROSLOVJE,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA MEROSLOVJE,gp.mirs@gov.si,"Tkalska ulica 15, 3000 Celje",", MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA MEROSLOVJE"
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA INTELEKTUALNO LASTNINO,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA INTELEKTUALNO LASTNINO,sipo@uil-sipo.si,"Kotnikova ulica 6, 1000 Ljubljana",", MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - URAD REPUBLIKE SLOVENIJE ZA INTELEKTUALNO LASTNINO"
DRŽAVNA VOLILNA KOMISIJA,DRŽAVNA VOLILNA KOMISIJA,gp.dvk@dvk-rs.si,"Slovenska cesta 54, 1000 Ljubljana",", DRŽAVNA VOLILNA KOMISIJA"
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, URAD REPUBLIKE SLOVENIJE ZA MLADINO","MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, URAD REPUBLIKE SLOVENIJE ZA MLADINO",gp-ursm.mizs@gov.si,"Masarykova cesta 16, 1000 Ljubljana",", MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, URAD REPUBLIKE SLOVENIJE ZA MLADINO"
DRŽAVNI SVET REPUBLIKE SLOVENIJE,DRŽAVNI SVET REPUBLIKE SLOVENIJE,gp@ds-rs.si,"Šubičeva ulica 4, 1000 Ljubljana",", DRŽAVNI SVET REPUBLIKE SLOVENIJE"
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,urad.dslj@sodisce.si,"Resljeva cesta 14, 1000 Ljubljana",", DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI"
VIŠJE DELOVNO IN SOCIALNO SODIŠČE,VIŠJE DELOVNO IN SOCIALNO SODIŠČE,urad.visds@sodisce.si,,", VIŠJE DELOVNO IN SOCIALNO SODIŠČE"
DELOVNO SODIŠČE V MARIBORU,DELOVNO SODIŠČE V MARIBORU,urad.dsmb@sodisce.si,"Glavni trg 17, 2000 Maribor",", DELOVNO SODIŠČE V MARIBORU"
VARUH ČLOVEKOVIH PRAVIC,VARUH ČLOVEKOVIH PRAVIC,info@varuh-rs.si,"Dunajska cesta 56, 1000 Ljubljana",", VARUH ČLOVEKOVIH PRAVIC"
DELOVNO SODIŠČE CELJE,DELOVNO SODIŠČE CELJE,urad.dsce@sodisce.si,"Gregorčičeva ulica 6, 3000 Celje",", DELOVNO SODIŠČE CELJE"
RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,sloaud@rs-rs.si,"Slovenska cesta 50, 1000 Ljubljana",", RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA IZOLA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA IZOLA,ue.izola@gov.si,"Cesta v Pregavor 3 A, 6310 Izola - Isola",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA IZOLA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA JESENICE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA JESENICE,ue.jesenice@gov.si,"Cesta železarjev 6 A, 4270 Jesenice",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA JESENICE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA KAMNIK,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KAMNIK,ue.kamnik@gov.si,"Glavni trg 24, 1241 Kamnik",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA KAMNIK"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA KOČEVJE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KOČEVJE,ue.kocevje@gov.si,"Ljubljanska cesta 26, 1330 Kočevje",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA KOČEVJE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,ue.kranj@gov.si,"Slovenski trg 1, 4000 Kranj",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA LAŠKO,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LAŠKO,ue.lasko@gov.si,"Mestna ulica 2, 3270 Laško",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA LAŠKO"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA LITIJA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LITIJA,ue.litija@gov.si,"Jerebova ulica 14, 1270 Litija",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA LITIJA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA LENDAVA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LENDAVA,ue.lendava@gov.si,"Trg ljudske pravice 5, 9220 Lendava - Lendva",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA LENDAVA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA KOPER,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KOPER,ue.koper@gov.si,"Trg Brolo 4, 6000 Koper - Capodistria",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA KOPER"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRŠKO,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRŠKO,ue.krsko@gov.si,"Cesta krških žrtev 14, 8270 Krško",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRŠKO"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA LENART,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LENART,ue.lenart@gov.si,"Trg osvoboditve 7, 2230 Lenart v Slov. goricah",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA LENART"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA LJUBLJANA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LJUBLJANA,ue.ljubljana@gov.si,"Adamič-Lundrovo nabrežje 2, 1000 Ljubljana",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA LJUBLJANA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA LJUTOMER,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LJUTOMER,ue.ljutomer@gov.si,"Vrazova ulica 1, 9240 Ljutomer",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA LJUTOMER"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA LOGATEC,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LOGATEC,ue.logatec@gov.si,"Tržaška cesta 50 A, 1370 Logatec",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA LOGATEC"
MINISTRSTVO ZA FINANCE URAD REPUBLIKE SLOVENIJE ZA PREPREČEVANJE PRANJA DENARJA,MINISTRSTVO ZA FINANCE URAD REPUBLIKE SLOVENIJE ZA PREPREČEVANJE PRANJA DENARJA,mf.uppd@mf-rs.si,"Cankarjeva cesta 5, 1000 Ljubljana",", MINISTRSTVO ZA FINANCE URAD REPUBLIKE SLOVENIJE ZA PREPREČEVANJE PRANJA DENARJA"
MINISTRSTVO ZA ZDRAVJE ZDRAVSTVENI INŠPEKTORAT REPUBLIKE SLOVENIJE,MINISTRSTVO ZA ZDRAVJE ZDRAVSTVENI INŠPEKTORAT REPUBLIKE SLOVENIJE,gp.zirs@gov.si,"Vožarski pot 12, 1000 Ljubljana",", MINISTRSTVO ZA ZDRAVJE ZDRAVSTVENI INŠPEKTORAT REPUBLIKE SLOVENIJE"
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - TRŽNI INŠPEKTORAT REPUBLIKE SLOVENIJE,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - TRŽNI INŠPEKTORAT REPUBLIKE SLOVENIJE,gp.tirs@gov.si,"Dunajska cesta 160, 1000 Ljubljana",", MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO - TRŽNI INŠPEKTORAT REPUBLIKE SLOVENIJE"
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA ŠOLSTVO IN ŠPORT","MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA ŠOLSTVO IN ŠPORT",inspektorat-solstvo.mss@gov.si,"Linhartova cesta 7 A, 1000 Ljubljana",", MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT, INŠPEKTORAT REPUBLIKE SLOVENIJE ZA ŠOLSTVO IN ŠPORT"
OKROŽNO SODIŠČE V KRŠKEM,OKROŽNO SODIŠČE V KRŠKEM,urad.ozkk@sodisce.si,"Cesta krških žrtev 12, 8270 Krško",", OKROŽNO SODIŠČE V KRŠKEM"
OKROŽNO SODIŠČE NA PTUJU,OKROŽNO SODIŠČE NA PTUJU,urad.ozpt@sodisce.si,"Krempljeva ulica 7, 2250 Ptuj",", OKROŽNO SODIŠČE NA PTUJU"
OKROŽNO SODIŠČE V SLOVENJ GRADCU,OKROŽNO SODIŠČE V SLOVENJ GRADCU,urad.ozsg@sodisce.si,"Kidričeva ulica 1, 2380 Slovenj Gradec",", OKROŽNO SODIŠČE V SLOVENJ GRADCU"
OKROŽNO DRŽAVNO TOŽILSTVO NA PTUJU,OKROŽNO DRŽAVNO TOŽILSTVO NA PTUJU,odtpt@dt-rs.si,"Vodnikova ulica 2, 2250 Ptuj",", OKROŽNO DRŽAVNO TOŽILSTVO NA PTUJU"
OKROŽNO DRŽAVNO TOŽILSTVO V SLOVENJ GRADCU,OKROŽNO DRŽAVNO TOŽILSTVO V SLOVENJ GRADCU,odtsg@dt-rs.si,"Poštna ulica 1, 2380 Slovenj Gradec",", OKROŽNO DRŽAVNO TOŽILSTVO V SLOVENJ GRADCU"
OKROŽNO DRŽAVNO TOŽILSTVO V KRŠKEM,OKROŽNO DRŽAVNO TOŽILSTVO V KRŠKEM,odtkk@dt-rs.si,"Cesta krških žrtev 15 A, 8270 Krško",", OKROŽNO DRŽAVNO TOŽILSTVO V KRŠKEM"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA ČRNOMELJ,REPUBLIKA SLOVENIJA UPRAVNA ENOTA ČRNOMELJ,ue.crnomelj@gov.si,"Zadružna cesta 16, 8340 Črnomelj",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA ČRNOMELJ"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA ILIRSKA BISTRICA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA ILIRSKA BISTRICA,ue.ilirskabistrica@gov.si,"Bazoviška cesta 14, 6250 Ilirska Bistrica",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA ILIRSKA BISTRICA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA IDRIJA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA IDRIJA,ue.idrija@gov.si,"Študentovska ulica 2, 5280 Idrija",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA IDRIJA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA HRASTNIK,REPUBLIKA SLOVENIJA UPRAVNA ENOTA HRASTNIK,ue.hrastnik@gov.si,"Pot Vitka Pavliča 5, 1430 Hrastnik",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA HRASTNIK"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA GROSUPLJE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA GROSUPLJE,ue.grosuplje@gov.si,"Taborska cesta 1, 1290 Grosuplje",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA GROSUPLJE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA GORNJA RADGONA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA GORNJA RADGONA,ue.goradgona@gov.si,"Partizanska cesta 13, 9250 Gornja Radgona",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA GORNJA RADGONA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA DRAVOGRAD,REPUBLIKA SLOVENIJA UPRAVNA ENOTA DRAVOGRAD,ue.dravograd@gov.si,"Meža 10, 2370 Dravograd",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA DRAVOGRAD"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA DOMŽALE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA DOMŽALE,ue.domzale@gov.si,"Ljubljanska cesta 69, 1230 Domžale",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA DOMŽALE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA CERKNICA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA CERKNICA,ue.cerknica@gov.si,"Cesta 4. maja 24, 1380 Cerknica",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA CERKNICA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA CELJE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA CELJE,ue.celje@gov.si,"Ljubljanska cesta 1, 3000 Celje",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA CELJE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA BREŽICE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA BREŽICE,ue.brezice@gov.si,"Cesta prvih borcev 24 A, 8250 Brežice",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA BREŽICE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA AJDOVŠČINA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA AJDOVŠČINA,ue.ajdovscina@gov.si,"Vipavska cesta 11 B, 5270 Ajdovščina",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA AJDOVŠČINA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA RUŠE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA RUŠE,ue.ruse@gov.si,"Kolodvorska ulica 9, 2342 Ruše",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA RUŠE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA PESNICA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA PESNICA,ue.pesnica@gov.si,"Pesnica pri Mariboru 43 A, 2211 Pesnica pri Mariboru",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA PESNICA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA MARIBOR,REPUBLIKA SLOVENIJA UPRAVNA ENOTA MARIBOR,ue.maribor@gov.si,"Ulica heroja Staneta 1, 2000 Maribor",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA MARIBOR"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA ŽALEC,REPUBLIKA SLOVENIJA UPRAVNA ENOTA ŽALEC,ue.zalec@gov.si,"Ulica Savinjske čete 5, 3310 Žalec",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA ŽALEC"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA ZAGORJE OB SAVI,REPUBLIKA SLOVENIJA UPRAVNA ENOTA ZAGORJE OB SAVI,ue.zagorje@gov.si,"Cesta 9. avgusta 5, 1410 Zagorje ob Savi",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA ZAGORJE OB SAVI"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA VRHNIKA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA VRHNIKA,ue.vrhnika@gov.si,"Tržaška cesta 1, 1360 Vrhnika",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA VRHNIKA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA VELENJE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA VELENJE,ue.velenje@gov.si,"Rudarska cesta 6 A, 3320 Velenje",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA VELENJE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA TRŽIČ,REPUBLIKA SLOVENIJA UPRAVNA ENOTA TRŽIČ,ue.trzic@gov.si,"Trg svobode 18, 4290 Tržič",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA TRŽIČ"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA TREBNJE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA TREBNJE,ue.trebnje@gov.si,"Goliev trg 5, 8210 Trebnje",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA TREBNJE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA TRBOVLJE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA TRBOVLJE,ue.trbovlje@gov.si,"Mestni trg 4, 1420 Trbovlje",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA TRBOVLJE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA TOLMIN,REPUBLIKA SLOVENIJA UPRAVNA ENOTA TOLMIN,ue.tolmin@gov.si,"Tumov drevored 4, 5220 Tolmin",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA TOLMIN"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA ŠMARJE PRI JELŠAH,REPUBLIKA SLOVENIJA UPRAVNA ENOTA ŠMARJE PRI JELŠAH,ue.smarje@gov.si,"Aškerčev trg 12 A, 3240 Šmarje pri Jelšah",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA ŠMARJE PRI JELŠAH"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA ŠKOFJA LOKA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA ŠKOFJA LOKA,ue.skofjaloka@gov.si,"Poljanska cesta 2, 4220 Škofja Loka",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA ŠKOFJA LOKA"
REPUBLIKA SLOVENIJE UPRAVNA ENOTA ŠENTJUR PRI CELJU,REPUBLIKA SLOVENIJE UPRAVNA ENOTA ŠENTJUR PRI CELJU,ue.sentjur@gov.si,"Mestni trg 10, 3230 Šentjur",", REPUBLIKA SLOVENIJE UPRAVNA ENOTA ŠENTJUR PRI CELJU"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA SLOVENSKE KONJICE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA SLOVENSKE KONJICE,ue.slovenskekonjice@gov.si,"Stari trg 29, 3210 Slovenske Konjice",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA SLOVENSKE KONJICE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA SLOVENSKA BISTRICA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA SLOVENSKA BISTRICA,ue.slbistrica@gov.si,"Kolodvorska ulica 10, 2310 Slovenska Bistrica",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA SLOVENSKA BISTRICA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA SLOVENJ GRADEC,REPUBLIKA SLOVENIJA UPRAVNA ENOTA SLOVENJ GRADEC,ue.slgradec@gov.si,"Meškova ulica 21, 2380 Slovenj Gradec",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA SLOVENJ GRADEC"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA SEŽANA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA SEŽANA,ue.sezana@gov.si,"Partizanska cesta 4, 6210 Sežana",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA SEŽANA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA SEVNICA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA SEVNICA,ue.sevnica@gov.si,"Glavni trg 19 A, 8290 Sevnica",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA SEVNICA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA RIBNICA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA RIBNICA,ue.ribnica@gov.si,"Gorenjska cesta 9, 1310 Ribnica",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA RIBNICA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA RAVNE NA KOROŠKEM,REPUBLIKA SLOVENIJA UPRAVNA ENOTA RAVNE NA KOROŠKEM,ue.ravne@gov.si,"Čečovje 12 A, 2390 Ravne na Koroškem",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA RAVNE NA KOROŠKEM"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA RADOVLJICA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA RADOVLJICA,ue.radovljica@gov.si,"Gorenjska cesta 18, 4240 Radovljica",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA RADOVLJICA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA RADLJE OB DRAVI,REPUBLIKA SLOVENIJA UPRAVNA ENOTA RADLJE OB DRAVI,ue.radlje@gov.si,"Mariborska cesta 7, 2360 Radlje ob Dravi",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA RADLJE OB DRAVI"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA PTUJ,REPUBLIKA SLOVENIJA UPRAVNA ENOTA PTUJ,ue.ptuj@gov.si,"Slomškova ulica 10, 2250 Ptuj",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA PTUJ"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA POSTOJNA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA POSTOJNA,ue.postojna@gov.si,"Ljubljanska cesta 4, 6230 Postojna",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA POSTOJNA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA PIRAN,REPUBLIKA SLOVENIJA UPRAVNA ENOTA PIRAN,ue.piran@gov.si,"Obala 114 A, 6320 Portorož - Portorose",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA PIRAN"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA ORMOŽ,REPUBLIKA SLOVENIJA UPRAVNA ENOTA ORMOŽ,ue.ormoz@gov.si,"Ptujska cesta 6, 2270 Ormož",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA ORMOŽ"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA NOVO MESTO,REPUBLIKA SLOVENIJA UPRAVNA ENOTA NOVO MESTO,ue.novomesto@gov.si,"Defranceschijeva ulica 1, 8000 Novo mesto",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA NOVO MESTO"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA NOVA GORICA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA NOVA GORICA,ue.novagorica@gov.si,"Trg Edvarda Kardelja 1, 5000 Nova Gorica",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA NOVA GORICA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA MURSKA SOBOTA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA MURSKA SOBOTA,ue.murskasobota@gov.si,"Kardoševa ulica 2, 9000 Murska Sobota",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA MURSKA SOBOTA"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA MOZIRJE,REPUBLIKA SLOVENIJA UPRAVNA ENOTA MOZIRJE,ue.mozirje@gov.si,"Šmihelska cesta 2, 3330 Mozirje",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA MOZIRJE"
REPUBLIKA SLOVENIJA UPRAVNA ENOTA METLIKA,REPUBLIKA SLOVENIJA UPRAVNA ENOTA METLIKA,ue.metlika@gov.si,"Naselje Borisa Kidriča 14, 8330 Metlika",", REPUBLIKA SLOVENIJA UPRAVNA ENOTA METLIKA"
MINISTRSTVO ZA PRAVOSODJE UPRAVA RS ZA IZVRŠEVANJE KAZENSKIH SANKCIJ,MINISTRSTVO ZA PRAVOSODJE UPRAVA RS ZA IZVRŠEVANJE KAZENSKIH SANKCIJ,gp.ursiks@gov.si,"Jesenkova ulica 3, 1000 Ljubljana",", MINISTRSTVO ZA PRAVOSODJE UPRAVA RS ZA IZVRŠEVANJE KAZENSKIH SANKCIJ"
SODNI SVET REPUBLIKE SLOVENIJE,SODNI SVET REPUBLIKE SLOVENIJE,sodni.svet@sodisce.si,"Trg Osvobodilne fronte 13, 1000 Ljubljana",", SODNI SVET REPUBLIKE SLOVENIJE"
