Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
ŠEPIĆ NENAD - ZASEBNA AMBULANTA ZA GINEKOLOGIJO IN PORODNIŠTVO,ŠEPIĆ NENAD - ZASEBNA AMBULANTA ZA GINEKOLOGIJO IN PORODNIŠTVO,,"Cesta I. slovenskega tabora 2, 9240 Ljutomer",", ŠEPIĆ NENAD - ZASEBNA AMBULANTA ZA GINEKOLOGIJO IN PORODNIŠTVO"
KRUMP JASNA - SPECIALISTKA KLINIČNE PSIHOLOGIJE,KRUMP JASNA - SPECIALISTKA KLINIČNE PSIHOLOGIJE,,"Židovska ulica 12, 2000 Maribor",", KRUMP JASNA - SPECIALISTKA KLINIČNE PSIHOLOGIJE"
RESMAN JANEZ - ZASEBNA PSIHIATRIČNA ORDINACIJA,RESMAN JANEZ - ZASEBNA PSIHIATRIČNA ORDINACIJA,,"Železniška ulica 10, 4248 Lesce",", RESMAN JANEZ - ZASEBNA PSIHIATRIČNA ORDINACIJA"
ČIGON ANAMARIJA - STOMATOLOŠKA ORDINACIJA,ČIGON ANAMARIJA - STOMATOLOŠKA ORDINACIJA,,"Peričeva ulica 25, 1000 Ljubljana",", ČIGON ANAMARIJA - STOMATOLOŠKA ORDINACIJA"
TETIČKOVIČ SAMO - STOMATOLOŠKA ORDINACIJA,TETIČKOVIČ SAMO - STOMATOLOŠKA ORDINACIJA,,"Dunajska cesta 5, 1000 Ljubljana",", TETIČKOVIČ SAMO - STOMATOLOŠKA ORDINACIJA"
ZUPANČIČ META - NOTARKA,ZUPANČIČ META - NOTARKA,,"Davčna ulica 1, 1000 Ljubljana",", ZUPANČIČ META - NOTARKA"
VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE,VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE,,"Partizanska pot 8 A, 1270 Litija",", VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE"
ZABUKOVEC VESNA - AMBULANTA INTERNE MEDICINE,ZABUKOVEC VESNA - AMBULANTA INTERNE MEDICINE,,"Vodnikova cesta 6, 1000 Ljubljana",", ZABUKOVEC VESNA - AMBULANTA INTERNE MEDICINE"
FRANZL BRANKO - SPECIALISTIČNA AMBULANTA ZA KLINIČNO PSIHOLOGIJO,FRANZL BRANKO - SPECIALISTIČNA AMBULANTA ZA KLINIČNO PSIHOLOGIJO,,"Palmejeva ulica 14, 1000 Ljubljana",", FRANZL BRANKO - SPECIALISTIČNA AMBULANTA ZA KLINIČNO PSIHOLOGIJO"
"FEMINA CENTER medicinsko svetovanje, specialistična oskrba in pregledi d.o.o., Ljubljana","FEMINA CENTER medicinsko svetovanje, specialistična oskrba in pregledi d.o.o., Ljubljana",,"Gasparijeva ulica 11, 1000 Ljubljana",", FEMINA CENTER medicinsko svetovanje, specialistična oskrba in pregledi d.o.o., Ljubljana"
ZASEBNI ZDRAVSTVENI ZAVOD BOSSMAN PETER,ZASEBNI ZDRAVSTVENI ZAVOD BOSSMAN PETER,,"Vojkovo nabrežje 32, 6000 Koper - Capodistria",", ZASEBNI ZDRAVSTVENI ZAVOD BOSSMAN PETER"
MARKOVČIČ LEON - IZVRŠITELJ,MARKOVČIČ LEON - IZVRŠITELJ,,"Kočna 1 B, 4273 Blejska Dobrava",", MARKOVČIČ LEON - IZVRŠITELJ"
PLEVNIK VODUŠEK VESNA - AMBULANTA ZA PEDIATRIJO IN ALERGOLOGIJO,PLEVNIK VODUŠEK VESNA - AMBULANTA ZA PEDIATRIJO IN ALERGOLOGIJO,,"Regentova cesta 70, 1210 Ljubljana - Šentvid",", PLEVNIK VODUŠEK VESNA - AMBULANTA ZA PEDIATRIJO IN ALERGOLOGIJO"
ZASEBNI ZDRAVSTVENI ZAVOD DOJČINOVSKI,ZASEBNI ZDRAVSTVENI ZAVOD DOJČINOVSKI,,"Ljubljanska cesta 6, 6000 Koper - Capodistria",", ZASEBNI ZDRAVSTVENI ZAVOD DOJČINOVSKI"
Implantološki center d.o.o.,Implantološki center d.o.o.,,"Mlaška cesta 109, 4000 Kranj",", Implantološki center d.o.o."
PAVLIN BORIS - NOTAR,PAVLIN BORIS - NOTAR,,"Cesta krških žrtev 9, 8270 Krško",", PAVLIN BORIS - NOTAR"
"MEDICINSKI CENTER KRKA, d.o.o.","MEDICINSKI CENTER KRKA, d.o.o.",,"Šmarješka cesta 4, 8000 Novo mesto",", MEDICINSKI CENTER KRKA, d.o.o."
JUTRO Zavod za pomoč in nego na domu,JUTRO Zavod za pomoč in nego na domu,,"Roška cesta 22, 1330 Kočevje",", JUTRO Zavod za pomoč in nego na domu"
"MEDICINA DELA, PROMETA IN ŠPORTA opravljanje zdravstvenih in drugih storitev, d.o.o.","MEDICINA DELA, PROMETA IN ŠPORTA opravljanje zdravstvenih in drugih storitev, d.o.o.",,"Cesta zmage 1, 1410 Zagorje ob Savi",", MEDICINA DELA, PROMETA IN ŠPORTA opravljanje zdravstvenih in drugih storitev, d.o.o."
MEDICINSKI CENTER JEZERNIK,MEDICINSKI CENTER JEZERNIK,,"Ob Suhi 11, 2390 Ravne na Koroškem",", MEDICINSKI CENTER JEZERNIK"
"AGENCIJA AVANTA družba za komuniciranje d.o.o., Ljubljana","AGENCIJA AVANTA družba za komuniciranje d.o.o., Ljubljana",,"Prule 19, 1000 Ljubljana",", AGENCIJA AVANTA družba za komuniciranje d.o.o., Ljubljana"
GLAŽAR MILAN - IZVRŠITELJ,GLAŽAR MILAN - IZVRŠITELJ,,"Miklošičeva ulica 4, 2000 Maribor",", GLAŽAR MILAN - IZVRŠITELJ"
ROZMAN BORIS - IZVRŠITELJ,ROZMAN BORIS - IZVRŠITELJ,,"Biserjane 5 A, 9244 Sveti Jurij ob Ščavnici",", ROZMAN BORIS - IZVRŠITELJ"
OTONIČAR MILAN - IZVRŠITELJ,OTONIČAR MILAN - IZVRŠITELJ,,"Cankarjeva ulica 1, 6230 Postojna",", OTONIČAR MILAN - IZVRŠITELJ"
SLAVEC FRANKO - IZVRŠITELJ,SLAVEC FRANKO - IZVRŠITELJ,,"Vojkovo nabrežje 25, 6000 Koper - Capodistria",", SLAVEC FRANKO - IZVRŠITELJ"
KREVSEL VITO - IZVRŠITELJ,KREVSEL VITO - IZVRŠITELJ,,"Pod gozdom 2, 4270 Jesenice",", KREVSEL VITO - IZVRŠITELJ"
NIKOLIĆ PETAR - IZVRŠITELJ,NIKOLIĆ PETAR - IZVRŠITELJ,,"Demšarjeva cesta 3, 4220 Škofja Loka",", NIKOLIĆ PETAR - IZVRŠITELJ"
TRIFUNOVIĆ NIKOLA - IZVRŠITELJ,TRIFUNOVIĆ NIKOLA - IZVRŠITELJ,,"Mušičeva ulica 15, 8000 Novo mesto",", TRIFUNOVIĆ NIKOLA - IZVRŠITELJ"
ERLAČ BOJAN - IZVRŠITELJ,ERLAČ BOJAN - IZVRŠITELJ,,"Orešje 2 A, 2250 Ptuj",", ERLAČ BOJAN - IZVRŠITELJ"
GORAN IVKOVIĆ - IZVRŠITELJ,GORAN IVKOVIĆ - IZVRŠITELJ,,"Breznikova ulica 15, 1230 Domžale",", GORAN IVKOVIĆ - IZVRŠITELJ"
ZORAN KURET MAROLT - IZVRŠITELJ,ZORAN KURET MAROLT - IZVRŠITELJ,,"Kolodvorska cesta 2, 1290 Grosuplje",", ZORAN KURET MAROLT - IZVRŠITELJ"
MEZE PETER - NOTAR,MEZE PETER - NOTAR,,"Stara cesta 4 A, 1360 Vrhnika",", MEZE PETER - NOTAR"
PUŠENJAK FRANC - IZVRŠITELJ,PUŠENJAK FRANC - IZVRŠITELJ,,"Obrtna ulica 24, 9000 Murska Sobota",", PUŠENJAK FRANC - IZVRŠITELJ"
VALENT ALJOŠA - IZVRŠITELJ,VALENT ALJOŠA - IZVRŠITELJ,,"Vodnikova ulica 2, 2250 Ptuj",", VALENT ALJOŠA - IZVRŠITELJ"
PEČOLER IZTOK - IZVRŠITELJ,PEČOLER IZTOK - IZVRŠITELJ,,"Francetova cesta 7, 2380 Slovenj Gradec",", PEČOLER IZTOK - IZVRŠITELJ"
POŽAR MATJAŽ - IZVRŠITELJ,POŽAR MATJAŽ - IZVRŠITELJ,,"Žički prehod 4, 2000 Maribor",", POŽAR MATJAŽ - IZVRŠITELJ"
ŽEL JOŽE - IZVRŠITELJ,ŽEL JOŽE - IZVRŠITELJ,,"Strossmayerjeva ulica 28, 2000 Maribor",", ŽEL JOŽE - IZVRŠITELJ"
PEČOVNIK ALEŠ - IZVRŠITELJ,PEČOVNIK ALEŠ - IZVRŠITELJ,,"Efenkova cesta 61, 3320 Velenje",", PEČOVNIK ALEŠ - IZVRŠITELJ"
MILETIČ BOJAN - IZVRŠITELJ,MILETIČ BOJAN - IZVRŠITELJ,,"Partizanska cesta 22, 2000 Maribor",", MILETIČ BOJAN - IZVRŠITELJ"
HAGYMAS ISTVAN - ZASEBNA PSIHIATRIČNA AMBULANTA,HAGYMAS ISTVAN - ZASEBNA PSIHIATRIČNA AMBULANTA,,"Ulica dr. Vrbnjaka 1, 9000 Murska Sobota",", HAGYMAS ISTVAN - ZASEBNA PSIHIATRIČNA AMBULANTA"
"MORELA OKULISTI, d.o.o.","MORELA OKULISTI, d.o.o.",,"Tehnološki park 21, 1000 Ljubljana",", MORELA OKULISTI, d.o.o."
ZDRAVSTVENI ZAVOD ZA KARDIOVASKULARNO DEJAVNOST,ZDRAVSTVENI ZAVOD ZA KARDIOVASKULARNO DEJAVNOST,,"Levstikova ulica 2, 6310 Izola - Isola",", ZDRAVSTVENI ZAVOD ZA KARDIOVASKULARNO DEJAVNOST"
MAVEC DANILO - IZVRŠITELJ,MAVEC DANILO - IZVRŠITELJ,,"Stegne 21, 1000 Ljubljana",", MAVEC DANILO - IZVRŠITELJ"
PETER OMAHEN - IZVRŠITELJ,PETER OMAHEN - IZVRŠITELJ,,"Stegne 21, 1000 Ljubljana",", PETER OMAHEN - IZVRŠITELJ"
ZORKO TATJANA - AMBULANTA INTERNE MEDICINE KARDIOLOGIJE,ZORKO TATJANA - AMBULANTA INTERNE MEDICINE KARDIOLOGIJE,,"Cesta v Mestni log 55, 1000 Ljubljana",", ZORKO TATJANA - AMBULANTA INTERNE MEDICINE KARDIOLOGIJE"
DR.POŠTENJAK specialistična psihiatrična ambulantna dejavnost d.o.o.,DR.POŠTENJAK specialistična psihiatrična ambulantna dejavnost d.o.o.,,"Cankarjeva ulica 6, 2000 Maribor",", DR.POŠTENJAK specialistična psihiatrična ambulantna dejavnost d.o.o."
"OLIVIER'S, MEDICO, turizem in trgovina d.o.o.","OLIVIER'S, MEDICO, turizem in trgovina d.o.o.",,"Levstikova ulica 17, 9226 Moravske Toplice",", OLIVIER'S, MEDICO, turizem in trgovina d.o.o."
"KIRURGIJA BITENC, specialistična zdravstvena dejavnost, d.o.o.","KIRURGIJA BITENC, specialistična zdravstvena dejavnost, d.o.o.",,"Smoletova ulica 18, 1000 Ljubljana",", KIRURGIJA BITENC, specialistična zdravstvena dejavnost, d.o.o."
SOTOŠEK BORUT - SPECIALISTIČNA ORDINACIJA ZA MAKSILOFACIALNO IN ORALNO KIRURGIJO,SOTOŠEK BORUT - SPECIALISTIČNA ORDINACIJA ZA MAKSILOFACIALNO IN ORALNO KIRURGIJO,,"Tbilisijska ulica 57 B, 1000 Ljubljana",", SOTOŠEK BORUT - SPECIALISTIČNA ORDINACIJA ZA MAKSILOFACIALNO IN ORALNO KIRURGIJO"
OPTOVID zdravstvena dejavnost in optične storitve d.o.o. Ljubljana,OPTOVID zdravstvena dejavnost in optične storitve d.o.o. Ljubljana,,"Dunajska cesta 56, 1000 Ljubljana",", OPTOVID zdravstvena dejavnost in optične storitve d.o.o. Ljubljana"
ESTETIKA FABJAN d.o.o. Splošna in plastična kirurgija,ESTETIKA FABJAN d.o.o. Splošna in plastična kirurgija,,"Gosposvetska ulica 6, 4000 Kranj",", ESTETIKA FABJAN d.o.o. Splošna in plastična kirurgija"
"OKULISTIČNA AMBULANTA SMILJANA GRUDEN, dr.med.spec.oftalmolog","OKULISTIČNA AMBULANTA SMILJANA GRUDEN, dr.med.spec.oftalmolog",,"Partizanska cesta 44, 6210 Sežana",", OKULISTIČNA AMBULANTA SMILJANA GRUDEN, dr.med.spec.oftalmolog"
ORTO specialistična zobna ambulanta d.o.o.,ORTO specialistična zobna ambulanta d.o.o.,,"Ob Suhi 11, 2390 Ravne na Koroškem",", ORTO specialistična zobna ambulanta d.o.o."
NEVRIT podjetje za zdravstveno dejavnost in svetovanje d.o.o. prof. dr. Miro Denišlič,NEVRIT podjetje za zdravstveno dejavnost in svetovanje d.o.o. prof. dr. Miro Denišlič,,"Peričeva ulica 7, 1000 Ljubljana",", NEVRIT podjetje za zdravstveno dejavnost in svetovanje d.o.o. prof. dr. Miro Denišlič"
ZAVOD APOLON za zdravstvene in rekreacijsko-turistične dejavnosti Kobarid,ZAVOD APOLON za zdravstvene in rekreacijsko-turistične dejavnosti Kobarid,,"Trg svobode 4, 5222 Kobarid",", ZAVOD APOLON za zdravstvene in rekreacijsko-turistične dejavnosti Kobarid"
"MEDICINA DELA, PROMETA IN ŠPORTA ZASEBNA SPECIALISTIČNA ORDINACIJA BARBARA PEČE BREZNIK, DR.MED.,DR.DENT.MED","MEDICINA DELA, PROMETA IN ŠPORTA ZASEBNA SPECIALISTIČNA ORDINACIJA BARBARA PEČE BREZNIK, DR.MED.,DR.DENT.MED",,"Parmova ulica 53, 1000 Ljubljana",", MEDICINA DELA, PROMETA IN ŠPORTA ZASEBNA SPECIALISTIČNA ORDINACIJA BARBARA PEČE BREZNIK, DR.MED.,DR.DENT.MED"
ALVEOLA internistični ambulantni diagnostični center d.o.o.,ALVEOLA internistični ambulantni diagnostični center d.o.o.,,"Židovska ulica 2, 2000 Maribor",", ALVEOLA internistični ambulantni diagnostični center d.o.o."
SUPEREGO zdravstveno svetovanje in storitve d.o.o.,SUPEREGO zdravstveno svetovanje in storitve d.o.o.,,"Novi trg 6, 6230 Postojna",", SUPEREGO zdravstveno svetovanje in storitve d.o.o."
RAN Zobozdravstvena dejavnost d.o.o.,RAN Zobozdravstvena dejavnost d.o.o.,,"Stara cesta 10, 4220 Škofja Loka",", RAN Zobozdravstvena dejavnost d.o.o."
ZAVOD ZA SOCIALNO OSKRBO PRISTAN,ZAVOD ZA SOCIALNO OSKRBO PRISTAN,,"Goriška cesta 27, 5271 Vipava",", ZAVOD ZA SOCIALNO OSKRBO PRISTAN"
"DCP, družba za medicinske storitve, d.o.o., Ljubljana","DCP, družba za medicinske storitve, d.o.o., Ljubljana",,"Parmova ulica 53, 1000 Ljubljana",", DCP, družba za medicinske storitve, d.o.o., Ljubljana"
"APEKS, Specialistična internistično-kardiološka dejavnost, d.o.o.","APEKS, Specialistična internistično-kardiološka dejavnost, d.o.o.",,"Gorenjska cesta 8, 4240 Radovljica",", APEKS, Specialistična internistično-kardiološka dejavnost, d.o.o."
"PSIHIATRIČNA ORDINACIJA RUDNIK, psihiatrija, psihoterapija in svetovanje, d.o.o.","PSIHIATRIČNA ORDINACIJA RUDNIK, psihiatrija, psihoterapija in svetovanje, d.o.o.",,"Rudnik II 4, 1000 Ljubljana",", PSIHIATRIČNA ORDINACIJA RUDNIK, psihiatrija, psihoterapija in svetovanje, d.o.o."
OPATIJSKO-MESTNI ŽUPNIJSKI ZAVOD SV. DANIJELA CELJE,OPATIJSKO-MESTNI ŽUPNIJSKI ZAVOD SV. DANIJELA CELJE,,"Slomškov trg 2, 3000 Celje",", OPATIJSKO-MESTNI ŽUPNIJSKI ZAVOD SV. DANIJELA CELJE"
mag. ERJAVEC NATAŠA - NOTARKA,mag. ERJAVEC NATAŠA - NOTARKA,,"Tržaška cesta 2, 1000 Ljubljana",", mag. ERJAVEC NATAŠA - NOTARKA"
LEVSTIK IGOR - KLINIČNO PSIHOLOŠKA AMBULANTA,LEVSTIK IGOR - KLINIČNO PSIHOLOŠKA AMBULANTA,,"Roška cesta 18, 1330 Kočevje",", LEVSTIK IGOR - KLINIČNO PSIHOLOŠKA AMBULANTA"
ZIHERL ANAMARIJA - PSIHIATRIČNA AMBULANTA,ZIHERL ANAMARIJA - PSIHIATRIČNA AMBULANTA,,"Novi trg 26, 1241 Kamnik",", ZIHERL ANAMARIJA - PSIHIATRIČNA AMBULANTA"
"AMBULANTA ŠUBIC, zasebna zdravstvena dejavnost, d.o.o.","AMBULANTA ŠUBIC, zasebna zdravstvena dejavnost, d.o.o.",,"Stara cesta 10, 4220 Škofja Loka",", AMBULANTA ŠUBIC, zasebna zdravstvena dejavnost, d.o.o."
PHYSIS medicinsko svetovanje in storitve d.o.o.,PHYSIS medicinsko svetovanje in storitve d.o.o.,,"Vrhovci, cesta XVIII 3, 1000 Ljubljana",", PHYSIS medicinsko svetovanje in storitve d.o.o."
"SPECIALISTIČNA AMBULANTA MEDICINE DELA, PROMETA IN ŠPORTA ŠADL PAHOR VIDA DR.MED.","SPECIALISTIČNA AMBULANTA MEDICINE DELA, PROMETA IN ŠPORTA ŠADL PAHOR VIDA DR.MED.",,"Ulica Vinka Vodopivca 21, 5000 Nova Gorica",", SPECIALISTIČNA AMBULANTA MEDICINE DELA, PROMETA IN ŠPORTA ŠADL PAHOR VIDA DR.MED."
"MEDICINA DELA, PROMETA IN ŠPORTA, ZASEBNA SPECIALISTIČNA ORDINACIJA, STARC PRELC DARJA, DR.MED.","MEDICINA DELA, PROMETA IN ŠPORTA, ZASEBNA SPECIALISTIČNA ORDINACIJA, STARC PRELC DARJA, DR.MED.",,"Gradišče 12, 6210 Sežana",", MEDICINA DELA, PROMETA IN ŠPORTA, ZASEBNA SPECIALISTIČNA ORDINACIJA, STARC PRELC DARJA, DR.MED."
"OKULISTIČNA AMBULANTA MARIO RAGUS, DR. MED., SPECIALIST OFTALMOLOGIJE","OKULISTIČNA AMBULANTA MARIO RAGUS, DR. MED., SPECIALIST OFTALMOLOGIJE",,"Prečna ulica 2, 6230 Postojna",", OKULISTIČNA AMBULANTA MARIO RAGUS, DR. MED., SPECIALIST OFTALMOLOGIJE"
INTERNISTIČNA GASTROENTEROLOŠKA AMBULANTA SONJA PUHR MOLIČNIK DR.MED.SPEC.INT.,INTERNISTIČNA GASTROENTEROLOŠKA AMBULANTA SONJA PUHR MOLIČNIK DR.MED.SPEC.INT.,,"Partizanska pot 16, 2380 Slovenj Gradec",", INTERNISTIČNA GASTROENTEROLOŠKA AMBULANTA SONJA PUHR MOLIČNIK DR.MED.SPEC.INT."
"GASTROMEDICA, inštitut za bolezni prebavil d.o.o.","GASTROMEDICA, inštitut za bolezni prebavil d.o.o.",,"Kocljeva ulica 10, 9000 Murska Sobota",", GASTROMEDICA, inštitut za bolezni prebavil d.o.o."
"PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o.","PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o.",,"Koroška cesta 46, 3320 Velenje",", PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o."
AVSEC OLIVER - ZASEBNI ZDRAVNIK,AVSEC OLIVER - ZASEBNI ZDRAVNIK,,"Slamnikarska cesta 3, 1230 Domžale",", AVSEC OLIVER - ZASEBNI ZDRAVNIK"
WTE projektna družba Bled d.o.o.,WTE projektna družba Bled d.o.o.,,"Savska cesta 23, 4260 Bled",", WTE projektna družba Bled d.o.o."
"KOZMETIKA, PEDIKURA, MASAŽA LIDIJA PUSTAI ŠAFARIČ dr. med. specialist dermatovenerolog s.p.","KOZMETIKA, PEDIKURA, MASAŽA LIDIJA PUSTAI ŠAFARIČ dr. med. specialist dermatovenerolog s.p.",,"Ulica arhitekta Novaka 13, 9000 Murska Sobota",", KOZMETIKA, PEDIKURA, MASAŽA LIDIJA PUSTAI ŠAFARIČ dr. med. specialist dermatovenerolog s.p."
"MEDICINSKA GENETIKA, družba za zdravstvene dejavnosti, d.o.o.","MEDICINSKA GENETIKA, družba za zdravstvene dejavnosti, d.o.o.",,"Ulica bratov Babnik 10, 1000 Ljubljana",", MEDICINSKA GENETIKA, družba za zdravstvene dejavnosti, d.o.o."
"HOLMED, Zasebna zdravstvena ordinacija, d.o.o. Škofja Loka","HOLMED, Zasebna zdravstvena ordinacija, d.o.o. Škofja Loka",,"Kapucinski trg 7, 4220 Škofja Loka",", HOLMED, Zasebna zdravstvena ordinacija, d.o.o. Škofja Loka"
MLINAR VISUS očesna diagnostika in terapija d.o.o.,MLINAR VISUS očesna diagnostika in terapija d.o.o.,,"Ob Suhi 5 B, 2390 Ravne na Koroškem",", MLINAR VISUS očesna diagnostika in terapija d.o.o."
"ZAVOD SV. RAFAELA VRANSKO, socialno, varstveno in zdravstveno delo ter druge dobrodelne dejavnosti","ZAVOD SV. RAFAELA VRANSKO, socialno, varstveno in zdravstveno delo ter druge dobrodelne dejavnosti",,"Vransko 144 A, 3305 Vransko",", ZAVOD SV. RAFAELA VRANSKO, socialno, varstveno in zdravstveno delo ter druge dobrodelne dejavnosti"
"PULMOMED, zasebni zdravstveni zavod Koper","PULMOMED, zasebni zdravstveni zavod Koper",,"Ulica II. prekomorske brigade 55, 6000 Koper - Capodistria",", PULMOMED, zasebni zdravstveni zavod Koper"
"VERDIKON, storitvene dejavnosti d.o.o., Kranj","VERDIKON, storitvene dejavnosti d.o.o., Kranj",,"Ljubljanska cesta 24 A, 4000 Kranj",", VERDIKON, storitvene dejavnosti d.o.o., Kranj"
"ENERGETIKA PROJEKT d.o.o., komunalno podjetje","ENERGETIKA PROJEKT d.o.o., komunalno podjetje",,"Vransko 66, 3305 Vransko",", ENERGETIKA PROJEKT d.o.o., komunalno podjetje"
"ZASEBNA PSIHIATRIČNA ORDINACIJA PETER KAPŠ DR. MED., SPEC. PSIHIATRIJE","ZASEBNA PSIHIATRIČNA ORDINACIJA PETER KAPŠ DR. MED., SPEC. PSIHIATRIJE",,"Ljubljanska cesta 26, 8000 Novo mesto",", ZASEBNA PSIHIATRIČNA ORDINACIJA PETER KAPŠ DR. MED., SPEC. PSIHIATRIJE"
POGREBNE STORITVE VRBANČIČ ANDREJ VRBANČIČ S.P.,POGREBNE STORITVE VRBANČIČ ANDREJ VRBANČIČ S.P.,,"Vegova ulica 4 A, 1233 Dob",", POGREBNE STORITVE VRBANČIČ ANDREJ VRBANČIČ S.P."
"NOVAK ZORAN - ZASEBNI ZDRAVNIK NA PODROČJU MEDICINE DELA , PROMETA IN ŠPORTA IN NA PODROČJU SPLOŠNE MEDICINE","NOVAK ZORAN - ZASEBNI ZDRAVNIK NA PODROČJU MEDICINE DELA , PROMETA IN ŠPORTA IN NA PODROČJU SPLOŠNE MEDICINE",,"Prvomajska ulica 25, 2000 Maribor",", NOVAK ZORAN - ZASEBNI ZDRAVNIK NA PODROČJU MEDICINE DELA , PROMETA IN ŠPORTA IN NA PODROČJU SPLOŠNE MEDICINE"
"ROJNIK BERNARD - ZASEBNI ZDRAVSTVENI DELAVEC, SPECIALIST KLINIČNE PSIHOLOGIJE","ROJNIK BERNARD - ZASEBNI ZDRAVSTVENI DELAVEC, SPECIALIST KLINIČNE PSIHOLOGIJE",,"Ulica bratov Babnik 10, 1000 Ljubljana",", ROJNIK BERNARD - ZASEBNI ZDRAVSTVENI DELAVEC, SPECIALIST KLINIČNE PSIHOLOGIJE"
DERMATOLOGIJA BARTENJEV - ROGL d.o.o.,DERMATOLOGIJA BARTENJEV - ROGL d.o.o.,,"Derčeva ulica 35, 1000 Ljubljana",", DERMATOLOGIJA BARTENJEV - ROGL d.o.o."
MEDIOLABOR storitve d.o.o.,MEDIOLABOR storitve d.o.o.,,"Kamnikarjeva ulica 19, 1291 Škofljica",", MEDIOLABOR storitve d.o.o."
"HEMODIAL, zdravstvene storitve, d.o.o.","HEMODIAL, zdravstvene storitve, d.o.o.",,"Cesta v Tomaž 6 A, 3212 Vojnik",", HEMODIAL, zdravstvene storitve, d.o.o."
"AVELANA d.o.o., storitve in svetovanje","AVELANA d.o.o., storitve in svetovanje",,"Dobrava 72, 8222 Otočec",", AVELANA d.o.o., storitve in svetovanje"
"MEDICINSKI CENTER HELIKS, diagnostika, zdravljenje, preventiva, d.o.o.","MEDICINSKI CENTER HELIKS, diagnostika, zdravljenje, preventiva, d.o.o.",,"Opekarna 1, 1420 Trbovlje",", MEDICINSKI CENTER HELIKS, diagnostika, zdravljenje, preventiva, d.o.o."
MEDI CONS kardiologija d.o.o.,MEDI CONS kardiologija d.o.o.,,"Pod Skalo 4, 4260 Bled",", MEDI CONS kardiologija d.o.o."
OFTAMED specialistična ambulantna dejavnost d.o.o.,OFTAMED specialistična ambulantna dejavnost d.o.o.,,"Ulica Moše Pijada 21 B, 2000 Maribor",", OFTAMED specialistična ambulantna dejavnost d.o.o."
"SONART, zdravstvene in druge storitve, d.o.o.","SONART, zdravstvene in druge storitve, d.o.o.",,"Slomškova ulica 35, 1000 Ljubljana",", SONART, zdravstvene in druge storitve, d.o.o."
mag. ROMANA GAJŠEK - NOTARKA,mag. ROMANA GAJŠEK - NOTARKA,,"Ulica Staneta Rozmana 11 A, 9000 Murska Sobota",", mag. ROMANA GAJŠEK - NOTARKA"
"OČESNI KIRURŠKI CENTER DR. PFEIFER, zdravstvene storitve, d.o.o.","OČESNI KIRURŠKI CENTER DR. PFEIFER, zdravstvene storitve, d.o.o.",,"Dunajska cesta 22, 1000 Ljubljana",", OČESNI KIRURŠKI CENTER DR. PFEIFER, zdravstvene storitve, d.o.o."
"KORSIKA MRAK JADRANKA - ZASEBNA ZDRAVNICA, DERMATOVENEROLOG","KORSIKA MRAK JADRANKA - ZASEBNA ZDRAVNICA, DERMATOVENEROLOG",,"Savska cesta 10, 1000 Ljubljana",", KORSIKA MRAK JADRANKA - ZASEBNA ZDRAVNICA, DERMATOVENEROLOG"
KARDIOMED internistična in kardiološka ambulanta d.o.o.,KARDIOMED internistična in kardiološka ambulanta d.o.o.,,"Trstenjakova ulica 5, 2250 Ptuj",", KARDIOMED internistična in kardiološka ambulanta d.o.o."
"VAŠE ZDRAVJE, zdravstvene storitve, d.o.o.","VAŠE ZDRAVJE, zdravstvene storitve, d.o.o.",,"Kopitarjeva ulica 2, 2000 Maribor",", VAŠE ZDRAVJE, zdravstvene storitve, d.o.o."
OCULUS KEMAJL KAMERI S.P.,OCULUS KEMAJL KAMERI S.P.,,"Adamičeva cesta 41 B, 1290 Grosuplje",", OCULUS KEMAJL KAMERI S.P."
MEDICINA DELA ZADNIKAR d.o.o.,MEDICINA DELA ZADNIKAR d.o.o.,,"Dunajska cesta 198, 1000 Ljubljana",", MEDICINA DELA ZADNIKAR d.o.o."
"DERMA SAN, zdravstvene dejavnosti, prodaja, storitve, d.o.o.","DERMA SAN, zdravstvene dejavnosti, prodaja, storitve, d.o.o.",,"Ipavčeva ulica 24, 3000 Celje",", DERMA SAN, zdravstvene dejavnosti, prodaja, storitve, d.o.o."
PEDIATRIČNA ALERGOLOŠKA IN PULMOLOŠKA AMBULANTA LJUBICA DEISINGER DR.MED.SPEC.PED.,PEDIATRIČNA ALERGOLOŠKA IN PULMOLOŠKA AMBULANTA LJUBICA DEISINGER DR.MED.SPEC.PED.,,"Jadranska cesta 73, 6280 Ankaran - Ancarano",", PEDIATRIČNA ALERGOLOŠKA IN PULMOLOŠKA AMBULANTA LJUBICA DEISINGER DR.MED.SPEC.PED."
MARJANA TIČAR BEŠTER - NOTARKA,MARJANA TIČAR BEŠTER - NOTARKA,,"Šolska ulica 2, 4220 Škofja Loka",", MARJANA TIČAR BEŠTER - NOTARKA"
